cp Contig Position Type Wave Centre Width slope p_crab p_wave p_diff Var.Ex Fst LG av ref_p_wave ref_p_crab p_waveRaw p_crabRaw HsRaw HtRaw FstRaw invRui sel selFst
Contig100506_3872 Contig100506 3872 Cline 1 47.1934213606256 0.473766159085923 1.38804492400453 0.63800012928094 0.887563885477574 0.249563756196634 14.0085846754011 0.0860584357789715 11 52.9 0.887563885477574 0.63800012928094 0.888888888888889 0.7096774 0.304800820028005 0.320859198902892 0.0500480551275896 LGC11.1 FALSE FALSE
Contig100520_389 Contig100520 389 Cline 2 47.6665609887863 15.6852162450757 0.033644706197652 0.292407536883147 0.819698252365826 0.527290715482679 34.556035957292 0.281575820061867 7 2.7 0.180301747634174 0.707592463116853 0.161111111111111 0.7096774 0.341189708916894 0.491652195569558 0.306034404012698 FALSE FALSE FALSE
Contig100520_454 Contig100520 454 Cline 2 47.3656985500227 15.6161024285614 0.0338300716246289 0.291187638892719 0.819301737299264 0.528114098406544 34.6659245915631 0.282351777475939 7 2.7 0.180698262700736 0.708812361107281 0.161111111111111 0.7096774 0.341189708916894 0.491652195569558 0.306034404012698 FALSE FALSE FALSE
Contig100590_12179 Contig100590 12179 NoCline NA NA NA NA NA NA NA NA NA 3 18.4 NA NA 0.855555555555556 0.8870968 0.22373631434334 0.224233739393892 0.00221833276248541 FALSE FALSE FALSE
Contig100708_597 Contig100708 597 NoCline NA NA NA NA NA NA NA NA NA 7 15.3 NA NA 0.373563218390805 0.3709677 0.467364405813019 0.467367774170877 7.20708196986782e-06 FALSE FALSE FALSE
Contig100715_3245 Contig100715 3245 Cline 2 76.0032986695223 73.4048160062753 0.00846108194598651 4.61566326262431e-05 0.621093061660402 0.621046905027776 27.6855220912865 0.450350771981141 2 48.8 0.378906938339598 0.999953843367374 0.516666666666667 1 0.249722222222222 0.366527777777778 0.318681318681318 FALSE FALSE FALSE
Contig100728_1086 Contig100728 1086 NoCline NA NA NA NA NA NA NA NA NA 4 43 NA NA 0.861111111111111 0.8666667 0.235154296543209 0.23516972882716 6.56218979719107e-05 FALSE FALSE FALSE
Contig100728_1166 Contig100728 1166 NoCline NA NA NA NA NA NA NA NA NA 4 43 NA NA 0.561111111111111 0.5806452 0.489761783815725 0.489952574130085 0.000389405678086986 FALSE FALSE FALSE
Contig100728_1231 Contig100728 1231 NoCline NA NA NA NA NA NA NA NA NA 4 43 NA NA 0.566666666666667 0.5806452 0.489051907272516 0.489149606969591 0.00019973377405094 FALSE FALSE FALSE
Contig100815_28289 Contig100815 28289 NoCline NA NA NA NA NA NA NA NA NA 7 12.6 NA NA 0.383333333333333 0.3225806 0.454911245392529 0.456756692696264 0.00404032898312172 FALSE FALSE FALSE
Contig100815_28321 Contig100815 28321 NoCline NA NA NA NA NA NA NA NA NA 7 12.6 NA NA 0.627777777777778 0.7580645 0.417075553345923 0.425562868339628 0.019943739515666 FALSE FALSE FALSE
Contig100825_5610 Contig100825 5610 Cline 2 53.5491441225491 0.0685570035309424 4.52925272146519 0.0842031212875028 0.307513373218768 0.223310251931265 10.9112675390235 0.0791705872992863 2 0.6 0.692486626781232 0.915796878712497 0.691011235955056 0.9032258 0.300923661953282 0.323441172549675 0.0696185659323706 LGC2.1 FALSE FALSE
Contig100825_5738 Contig100825 5738 Cline 1 60.5589487620624 70.6584442951355 0.00797194870656875 0.239584023239864 0.802826973189788 0.563242949949924 25.1427016812152 0.31782136127967 2 0.6 0.802826973189788 0.239584023239864 0.758426966292135 0.35 0.410715503093044 0.494121796490342 0.168797033423173 LGC2.1 FALSE FALSE
Contig100825_5786 Contig100825 5786 Cline 1 54.0044584537638 0.758910633041011 2.34863346382172 0.0772450966102831 0.348108004079726 0.270862907469443 14.7944387450884 0.109558299741635 2 0.6 0.348108004079726 0.0772450966102831 0.376404494382022 0.08333333 0.311113037102147 0.354058390798265 0.121294551441902 LGC2.1 FALSE FALSE
Contig100851_16087 Contig100851 16087 NoCline NA NA NA NA NA NA NA NA NA 8 46.2 NA NA 0.833333333333333 0.8225806 0.284830645392529 0.284888456029598 0.000202923761371654 FALSE FALSE FALSE
Contig100885_13255 Contig100885 13255 Cline 1 44.4123300020207 5.29201623418128 0.261966870514444 0.607115102254564 0.826909539606951 0.219794437352387 8.86309361534839 0.0595377617704228 13 0 0.826909539606951 0.607115102254564 0.844444444444444 0.5967742 0.371992778905718 0.402663053897304 0.076168584862041 FALSE FALSE FALSE
Contig100902_21396 Contig100902 21396 Cline 2 44.2247568925883 15.0799519137126 0.0505443308246711 0.141427193240153 0.903295950732303 0.76186875749215 56.8975116361371 0.581609463428619 6 17.4 0.0967040492676968 0.858572806759847 0.0738636363636364 0.8709677 0.180790765143487 0.498478209276289 0.637314607180189 LGC6.1/2 TRUE TRUE
Contig100902_21400 Contig100902 21400 NoCline NA NA NA NA NA NA NA NA NA 6 17.4 NA NA 0.870786516853933 0.8870968 0.212673426349088 0.21280643901724 0.000625040617975201 LGC6.1/2 FALSE FALSE
Contig100907_749 Contig100907 749 Cline 1 65.1367045950009 47.5716936046272 0.00372035844071323 0.020365378648079 0.1973441294844 0.176978750836321 6.95146327442173 0.0807212342696505 9 29.5 0.1973441294844 0.020365378648079 0.194444444444444 0.01612903 0.172504686860395 0.188402880374642 0.0843840257783382 LGC9.1 FALSE FALSE
Contig100907_755 Contig100907 755 Cline 1 64.6096512662086 45.932611402619 0.00383742485629664 0.0200082196946455 0.196210409153235 0.17620218945859 7.17523003331042 0.0804985973992949 9 29.5 0.196210409153235 0.0200082196946455 0.194444444444444 0.01612903 0.172504686860395 0.188402880374642 0.0843840257783382 LGC9.1 FALSE FALSE
Contig100907_762 Contig100907 762 NoCline NA NA NA NA NA NA NA NA NA 9 29.5 NA NA 0.266666666666667 0.2096774 0.361268343484796 0.362892231742398 0.00447484987431466 LGC9.1 FALSE FALSE
Contig100907_767 Contig100907 767 Cline 1 64.9265361578339 46.9521754578093 0.00376079946371583 0.0203010526785092 0.19683968609262 0.176538633414111 7.22036261908618 0.0805051777367394 9 29.5 0.19683968609262 0.0203010526785092 0.194444444444444 0.01612903 0.172504686860395 0.188402880374642 0.0843840257783382 LGC9.1 FALSE FALSE
Contig100907_769 Contig100907 769 Cline 1 64.9328524532273 47.1541800098988 0.00375688299376777 0.019996724569062 0.197070441365561 0.177073716796499 7.3367894960997 0.0810181810235943 9 29.5 0.197070441365561 0.019996724569062 0.194444444444444 0.01612903 0.172504686860395 0.188402880374642 0.0843840257783382 LGC9.1 FALSE FALSE
Contig101006_1295 Contig101006 1295 Cline 2 90.5906991202682 61.1134808671992 0.00639703090824637 0.0556341002870963 0.446526649944089 0.390892549656993 18.8308768753674 0.203152582654952 16 34.1 0.553473350055911 0.944365899712904 0.683333333333333 0.9516129 0.262434677442479 0.298421640387906 0.12059099634547 FALSE FALSE FALSE
Contig101006_1376 Contig101006 1376 NoCline NA NA NA NA NA NA NA NA NA 16 34.1 NA NA 0.388888888888889 0.5 0.487654320987654 0.493827160493827 0.0125000000000001 FALSE FALSE FALSE
Contig101039_87 Contig101039 87 Cline 2 51.741414565716 8.25616563612067 0.0415349263111567 0.139542384716168 0.406455794399276 0.266913409683108 9.03897132194649 0.089751629468043 11 52.3 0.593544205600724 0.860457615283832 0.6 0.8548387 0.36408949698231 0.396560878491155 0.0818824631224162 LGC11.1 FALSE FALSE
Contig101065_23836 Contig101065 23836 NoCline NA NA NA NA NA NA NA NA NA 1 35.7 NA NA 0.625 0.483871 0.484114855359 0.4940735526795 0.020156305202922 FALSE FALSE FALSE
Contig101065_23837 Contig101065 23837 NoCline NA NA NA NA NA NA NA NA NA 1 35.7 NA NA 0.632183908045977 0.483871 0.482267269812693 0.49326562915922 0.0222970316526494 FALSE FALSE FALSE
Contig101065_23887 Contig101065 23887 Cline 2 69.4237536707849 28.2142064514689 0.00454521763331076 0.830763120415632 0.958991828538016 0.128228708122384 7.7021413621103 0.0436974316018553 1 35.7 0.0410081714619839 0.169236879584368 0.0393258426966292 0.1290323 0.150162286349539 0.1541859105905 0.0260959268298323 FALSE FALSE FALSE
Contig101065_23911 Contig101065 23911 Cline 1 52.8720116322277 7.26094029820231 0.0280435196431844 0.533528079143043 0.736840556239339 0.203312477096296 8.12820838092226 0.0445979690522408 1 35.7 0.736840556239339 0.533528079143043 0.730337078651685 0.483871 0.446684685557208 0.477057449520177 0.0636668895822047 FALSE FALSE FALSE
Contig10109_3053 Contig10109 3053 Cline 2 82.5712933314528 54.0318244107349 0.00322820792369888 0.0723229268458443 0.246258919814051 0.173935992968207 5.36354983928963 0.0565235209219286 4 25.3 0.753741080185949 0.927677073154156 0.795454545454545 0.9516129 0.208752400123838 0.22094511597101 0.0551843646490552 FALSE FALSE FALSE
Contig10109_3054 Contig10109 3054 NoCline NA NA NA NA NA NA NA NA NA 4 25.3 NA NA 0.744318181818182 0.8064516 0.346396042890498 0.348326323717976 0.00554158757476272 FALSE FALSE FALSE
Contig101107_1678 Contig101107 1678 Cline 2 43.58798064325 93.8895108775266 0.00979725721643726 0.0800825431927139 0.999954602131298 0.919872058938584 41.4282202567158 0.851720857087216 12 56.7 4.53978687023904e-05 0.919917456807286 0.0738636363636364 0.7096774 0.274443187516017 0.476572758530736 0.424131609280145 FALSE FALSE FALSE
Contig101115_2879 Contig101115 2879 NoCline NA NA NA NA NA NA NA NA NA 4 32.7 NA NA 0.616666666666667 0.4333333 0.481944439999999 0.498750001666666 0.0336953616250796 FALSE FALSE FALSE
Contig101115_2881 Contig101115 2881 NoCline NA NA NA NA NA NA NA NA NA 4 32.7 NA NA 0.533333333333333 0.3833333 0.485277769999999 0.496527774999999 0.022657352854028 FALSE FALSE FALSE
Contig101180_3720 Contig101180 3720 NoCline NA NA NA NA NA NA NA NA NA 15 1.9 NA NA 0.811111111111111 0.6774194 0.37173223304685 0.380668969856758 0.0234763994902742 FALSE FALSE FALSE
Contig101180_3753 Contig101180 3753 Cline 1 46.559693005221 0.136602763487309 2.65839275030254 0.249985273644428 0.592713279539369 0.342728005894941 14.8485443668318 0.12044268931053 15 1.9 0.592713279539369 0.249985273644428 0.6 0.2580645 0.43146721383975 0.489927156919875 0.119323744875988 FALSE FALSE FALSE
Contig101180_3762 Contig101180 3762 NoCline NA NA NA NA NA NA NA NA NA 15 1.9 NA NA 0.644444444444444 0.483871 0.478875657828136 0.491767573358512 0.0262154648431403 FALSE FALSE FALSE
Contig101180_3784 Contig101180 3784 NoCline NA NA NA NA NA NA NA NA NA 15 1.9 NA NA 0.855555555555556 0.9354839 0.18393401975437 0.187128289877185 0.017069947707593 FALSE FALSE FALSE
Contig101180_984 Contig101180 984 Cline 1 42.6073799738138 18.8006046140225 0.0170566959983177 0.466931758510236 0.787474678743171 0.320542920232935 13.7310433623982 0.109864021884824 15 1.9 0.787474678743171 0.466931758510236 0.8 0.4516129 0.40765868855359 0.468345474276795 0.129576966270285 FALSE FALSE FALSE
Contig101180_992 Contig101180 992 Cline 1 42.6046538642482 19.3547583908928 0.0166672906063086 0.465238287956234 0.787829922838926 0.322591634882692 14.5369150846738 0.111187954932369 15 1.9 0.787829922838926 0.465238287956234 0.8 0.4516129 0.40765868855359 0.468345474276795 0.129576966270285 FALSE FALSE FALSE
Contig101267_15501 Contig101267 15501 NoCline NA NA NA NA NA NA NA NA NA 1 35.1 NA NA 0.544444444444444 0.6129032 0.485277558787785 0.487620859393892 0.00480557909073118 FALSE FALSE FALSE
Contig101267_16303 Contig101267 16303 NoCline NA NA NA NA NA NA NA NA NA 1 35.1 NA NA 0.477777777777778 0.4032258 0.490140927053866 0.492919925749155 0.0056378298991779 FALSE FALSE FALSE
Contig101267_16395 Contig101267 16395 NoCline NA NA NA NA NA NA NA NA NA 1 35.1 NA NA 0.655555555555556 0.5967742 0.466437223350162 0.468164847230637 0.00369020418917361 FALSE FALSE FALSE
Contig101392_930 Contig101392 930 NoCline NA NA NA NA NA NA NA NA NA 10 3.1 NA NA 0.270114942528736 0.4655172 0.445963796855594 0.465054817968027 0.0410511199429086 LGC10.2 FALSE FALSE
Contig101416_7719 Contig101416 7719 Cline 2 52.851248430891 18.741632731586 0.0215998129940213 0.0237021656038405 0.427803524964535 0.404101359360694 23.8735761180128 0.233565966643178 14 10.2 0.572196475035465 0.976297834396159 0.561111111111111 0.9677419 0.277482947083155 0.360157246319355 0.229550564596698 LGC14.3 FALSE FALSE
Contig101497_8480 Contig101497 8480 Cline 1 49.978261698185 76.6153332865966 0.00698270977766604 0.142340717316259 0.677066918716091 0.534726201399833 20.3860320981604 0.295601650979376 12 57.9 0.677066918716091 0.142340717316259 0.651685393258427 0.1935484 0.383078958329476 0.488023710625412 0.215040273681472 FALSE FALSE FALSE
Contig101734_8116 Contig101734 8116 NoCline NA NA NA NA NA NA NA NA NA 3 27.4 NA NA 0.606741573033708 0.7419355 0.43007345042604 0.439212149370323 0.0208070267577643 FALSE FALSE FALSE
Contig101734_8119 Contig101734 8119 NoCline NA NA NA NA NA NA NA NA NA 3 27.4 NA NA 0.674157303370786 0.6451613 0.448597430664926 0.449017814770665 0.00093623034968906 FALSE FALSE FALSE
Contig101734_8152 Contig101734 8152 NoCline NA NA NA NA NA NA NA NA NA 3 27.4 NA NA 0.605555555555556 0.7419355 0.430325238531108 0.439624983154443 0.0211538128625137 FALSE FALSE FALSE
Contig101734_8175 Contig101734 8175 NoCline NA NA NA NA NA NA NA NA NA 3 27.4 NA NA 0.672222222222222 0.7419355 0.41180672001259 0.41423669056185 0.00586614031211217 FALSE FALSE FALSE
Contig101784_8824 Contig101784 8824 NoCline NA NA NA NA NA NA NA NA NA 10 27.5 NA NA 0.702247191011236 0.8387097 0.344371812853975 0.353682821033729 0.0263258705993702 LGC10.2 FALSE FALSE
Contig101868_31213 Contig101868 31213 NoCline NA NA NA NA NA NA NA NA NA 9 28.1 NA NA 0.322222222222222 0.4354839 0.464232734569185 0.470646838395704 0.0136282734807747 LGC9.1 FALSE FALSE
Contig102033_6367 Contig102033 6367 Cline 1 105.357883070839 7.0626538184813 0.0419818867723613 0.246950733633171 0.539594404759907 0.292643671126736 12.1192768155933 0.0897411986480266 15 31.3 0.539594404759907 0.246950733633171 0.411111111111111 0.1290323 0.354481730988809 0.394265958827738 0.100907083018829 FALSE FALSE FALSE
Contig102033_6389 Contig102033 6389 NoCline NA NA NA NA NA NA NA NA NA 15 31.3 NA NA 0.711111111111111 0.6612903 0.429417537891342 0.430658594501227 0.00288176440858399 FALSE FALSE FALSE
Contig102036_21003 Contig102036 21003 Cline 2 46.5517469174394 1.08109124387542 5.3785416226805 0.01075321448047 0.844315118194462 0.833561903713992 60.870610984679 0.709733828580872 6 17.4 0.155684881805538 0.98924678551953 0.114942528735632 0.983871 0.11759959918249 0.495117943269406 0.762481645472296 LGC6.1/2 TRUE TRUE
Contig102071_26252 Contig102071 26252 Cline 2 101.102294224683 45.3453473431045 0.0077327361099806 0.190999708488089 0.541581836524155 0.350582128036066 13.052266789684 0.13237488975676 9 48.4 0.458418163475845 0.809000291511911 0.611111111111111 0.9032258 0.325063275202014 0.367728770934341 0.116024361172285 FALSE FALSE FALSE
Contig102071_26263 Contig102071 26263 NoCline NA NA NA NA NA NA NA NA NA 9 48.4 NA NA 0.477011494252874 0.516129 0.499211383962514 0.499976473590452 0.00153025125851192 FALSE FALSE FALSE
Contig102071_26816 Contig102071 26816 NoCline NA NA NA NA NA NA NA NA NA 9 48.4 NA NA 0.876404494382023 0.9166667 0.184708517720124 0.185519040320736 0.0043689456306525 FALSE FALSE FALSE
Contig102084_3723 Contig102084 3723 Cline 2 102.43970983359 33.0833694710912 0.0106080533651104 0.360380545163528 0.711175123982784 0.350794578819256 12.166302860223 0.123696611324153 6 53.1 0.288824876017216 0.639619454836472 0.416666666666667 0.7419355 0.434522769395306 0.487422676364319 0.108529843879225 FALSE FALSE FALSE
Contig102098_15925 Contig102098 15925 Cline 1 60.2634970245111 45.0762394295507 0.0107608158032394 4.53978687024344e-05 0.485086476016439 0.485041078147736 27.1185290848448 0.32012732186674 2 1.5 0.485086476016439 4.53978687024344e-05 0.483333333333333 0.03225806 0.280939699787259 0.382674150893629 0.265851380002537 LGC2.1 FALSE FALSE
Contig102098_16057 Contig102098 16057 Cline 1 45.7729669173066 120.071798841432 0.00673215944101364 0.0977508689275193 0.906088746631123 0.808337877703604 23.3939543238518 0.653460122366584 2 1.5 0.906088746631123 0.0977508689275193 0.811111111111111 0.3870968 0.39046274397297 0.480356811986485 0.187140196142455 LGC2.1 FALSE FALSE
Contig102135_25041 Contig102135 25041 Cline 1 85.1333901066239 27.9441549412561 0.00617247194782673 0.66206232508033 0.834444660540925 0.172382335460595 5.85306134141999 0.0394382323448058 2 77 0.834444660540925 0.66206232508033 0.805555555555556 0.7419355 0.348103016308886 0.350126772043332 0.0057800656677451 FALSE FALSE FALSE
Contig102160_2930 Contig102160 2930 Cline 2 46.6096819762077 0.109868938296989 1.37916366167162 0.0312513455435851 0.175494373207541 0.144243027663956 6.03349292191948 0.056119172583849 3 31.9 0.824505626792459 0.968748654456415 0.838888888888889 0.9677419 0.166371835972044 0.174673385208244 0.047526125553146 FALSE FALSE FALSE
Contig102191_8116 Contig102191 8116 Cline 2 58.4059767491908 0.0796931612603144 4.79242363159919 0.244160769031134 0.447650925751959 0.203490156720825 7.41497560168809 0.0457577931665669 4 1.5 0.552349074248041 0.755839230968866 0.555555555555556 0.7741935 0.421731504804664 0.445632780180109 0.0536344641563079 LGC4.1 FALSE FALSE
Contig102191_8200 Contig102191 8200 NoCline NA NA NA NA NA NA NA NA NA 4 1.5 NA NA 0.394444444444444 0.2096774 0.404570812620598 0.421640242976966 0.0404833993924535 LGC4.1 FALSE FALSE
Contig1022_18417 Contig1022 18417 NoCline NA NA NA NA NA NA NA NA NA 6 7.3 NA NA 0.861111111111111 0.8870968 0.219754832861859 0.220092460875374 0.00153402807243923 LGC6.1/2 FALSE FALSE
Contig102209_43905 Contig102209 43905 Cline 1 42.5910908892274 25.8780424979048 0.0137206128445615 0.600101504397752 0.954308952298634 0.354207447900882 21.9036019527989 0.181150303375862 14 11.4 0.954308952298634 0.600101504397752 0.966292134831461 0.5967742 0.273206399208679 0.341478151289732 0.199930074071204 LGC14.3 FALSE FALSE
Contig10222_58341 Contig10222 58341 NoCline NA NA NA NA NA NA NA NA NA 9 3.8 NA NA 0.795454545454545 0.8333333 0.301595522681358 0.302312922704316 0.00237303789907492 FALSE FALSE FALSE
Contig102230_6078 Contig102230 6078 NoCline NA NA NA NA NA NA NA NA NA 4 1.5 NA NA 0.816666666666667 0.7258065 0.348733646779972 0.352861431723319 0.0116980337669317 LGC4.1 FALSE FALSE
Contig102230_6093 Contig102230 6093 Cline 2 55.6012737534698 35.8068967907828 0.0106831205792732 4.53978687024344e-05 0.382557501121797 0.382512103253094 19.0762970128324 0.236442483355656 4 1.5 0.617442498878203 0.999954602131298 0.622222222222222 0.983871 0.250930583754062 0.316325502988142 0.206732996917203 LGC4.1 FALSE FALSE
Contig102230_6103 Contig102230 6103 NoCline NA NA NA NA NA NA NA NA NA 4 1.5 NA NA 0.816666666666667 0.7258065 0.348733646779972 0.352861431723319 0.0116980337669317 LGC4.1 FALSE FALSE
Contig102230_6142 Contig102230 6142 NoCline NA NA NA NA NA NA NA NA NA 4 1.5 NA NA 0.816666666666667 0.7258065 0.348733646779972 0.352861431723319 0.0116980337669317 LGC4.1 FALSE FALSE
Contig102230_7186 Contig102230 7186 NoCline NA NA NA NA NA NA NA NA NA 4 1.5 NA NA 0.816666666666667 0.7258065 0.348733646779972 0.352861431723319 0.0116980337669317 LGC4.1 FALSE FALSE
Contig102230_7196 Contig102230 7196 NoCline NA NA NA NA NA NA NA NA NA 4 1.5 NA NA 0.816666666666667 0.7258065 0.348733646779972 0.352861431723319 0.0116980337669317 LGC4.1 FALSE FALSE
Contig102230_7202 Contig102230 7202 NoCline NA NA NA NA NA NA NA NA NA 4 1.5 NA NA 0.816666666666667 0.7258065 0.348733646779972 0.352861431723319 0.0116980337669317 LGC4.1 FALSE FALSE
Contig102230_7242 Contig102230 7242 Cline 2 33.678770021645 86.6018842031751 0.0036877287807729 0.623689586235867 0.943089069342137 0.319399483106269 7.75249949361048 0.150322936816077 4 1.5 0.0569109306578632 0.376310413764133 0.0722222222222222 0.2419355 0.250408886679256 0.264810185006295 0.0543834759478612 LGC4.1 FALSE FALSE
Contig102230_7243 Contig102230 7243 Cline 2 63.5385231522814 0.166478607494941 2.4129609767792 0.322156838961884 0.565180661292645 0.243023822330761 10.3491187417984 0.0598219456291072 4 1.4 0.434819338707355 0.677843161038116 0.438888888888889 0.7096774 0.452300820028005 0.488964028902892 0.0749814029411302 LGC4.1 FALSE FALSE
Contig102354_4092 Contig102354 4092 NoCline NA NA NA NA NA NA NA NA NA 4 53.3 NA NA 0.322222222222222 0.4354839 0.464232734569185 0.470646838395704 0.0136282734807747 FALSE FALSE FALSE
Contig102376_15136 Contig102376 15136 Cline 2 45.0522615479324 23.6992615021266 0.0180027574558905 0.142375478561958 0.568780525789694 0.426405047227736 17.3191053515389 0.198373057757086 2 48.8 0.431219474210306 0.857624521438042 0.405555555555556 0.8548387 0.36516974389589 0.466097415836834 0.216537720467163 FALSE FALSE FALSE
Contig10248_3052 Contig10248 3052 NoCline NA NA NA NA NA NA NA NA NA 8 31.8 NA NA 0.64367816091954 0.7 0.439356586074779 0.440942660853481 0.00359700913409619 FALSE FALSE FALSE
Contig10248_3053 Contig10248 3053 NoCline NA NA NA NA NA NA NA NA NA 8 31.8 NA NA 0.63953488372093 0.7 0.440530016224987 0.442358031368307 0.00413243348982784 FALSE FALSE FALSE
Contig102527_10686 Contig102527 10686 Cline 1 109.274115870176 2.74829141932892 1.20363097778773 0.680862638675562 0.885651701339035 0.204789062663474 4.28557884981495 0.0618141101287211 2 56.2 0.885651701339035 0.680862638675562 0.741573033707865 0.6451613 0.420570666367489 0.425218277565767 0.0109299422049403 FALSE FALSE FALSE
Contig102527_10702 Contig102527 10702 Cline 2 50.7609200976 0.0171423006509221 13.058615556649 0.0834426970679399 0.244902634319323 0.161459937251383 5.79230902700001 0.0475339668839306 2 56.2 0.755097365680677 0.91655730293206 0.769662921348315 0.8870968 0.277437976279652 0.284333334207242 0.0242509656731402 FALSE FALSE FALSE
Contig102554_2777 Contig102554 2777 NoCline NA NA NA NA NA NA NA NA NA 1 70.6 NA NA 0.238888888888889 0.3387097 0.405806426780231 0.410788523945671 0.0121281313255454 FALSE FALSE FALSE
