pC1992 pC0000 pW0000 pS2005 pS2018 pS2021 cp
0.5 0.366935483870968 0.153061224489796 0.157894736842105 0.147058823529412 0.173913043478261 Contig9142_32133
0.416666666666667 0.326612903225806 0.494252873563218 0.405405405405405 0.541666666666667 0.473684210526316 Contig9268_13492
0.0625 0.0819672131147541 0.113861386138614 0.157894736842105 0.153846153846154 0.224489795918367 Contig9368_25756
0.06 0.0772357723577236 0.0882352941176471 0.0789473684210526 0.137254901960784 0.223404255319149 Contig9511_11489
0.18 0.2 0.045 0.342105263157895 0.336538461538462 0.205882352941176 Contig9547_5822
0 0 0.0980392156862745 0 0 0 Contig10111_22904
0.613636363636364 0.628205128205128 0.401098901098901 0.421052631578947 0.295918367346939 0.329268292682927 Contig10222_20949
0.166666666666667 0.129032258064516 0.237623762376238 0.184210526315789 0.201923076923077 0.145833333333333 Contig10309_16331
0.1 0.0609756097560976 0 0.0263157894736842 0 0 Contig10585_36796
0 0.024 0.108247422680412 0.0263157894736842 0.0480769230769231 0.02 Contig19560_3690
0.38 0.415322580645161 0.325 0.394736842105263 0.403846153846154 0.346938775510204 Contig29443_1620
0.145833333333333 0.206611570247934 0.435483870967742 0.351351351351351 0.274509803921569 0.282608695652174 Contig30104_2258
0.270833333333333 0.252066115702479 0.168316831683168 0.223684210526316 0.336538461538462 0.25 Contig38040_105928
0.630434782608696 0.625 0.450549450549451 0.578947368421053 0.53921568627451 0.565217391304348 Contig38161_6468
0.28 0.221774193548387 0.025 0.210526315789474 0.0865384615384615 0.148936170212766 Contig38227_21557
0.208333333333333 0.194214876033058 0.329787234042553 0.0921052631578947 0.19 0.329545454545455 Contig38412_8366
0.12 0.130952380952381 0.0196078431372549 0.0526315789473684 0.0192307692307692 0.04 Contig38509_42610
0.1875 0.119834710743802 0.10989010989011 0.210526315789474 0.245098039215686 0.333333333333333 Contig38673_6222
0.26 0.258196721311475 0.229591836734694 0.236842105263158 0.225490196078431 0.166666666666667 Contig38716_3848
0.104166666666667 0.101626016260163 0.196078431372549 0.0526315789473684 0.0576923076923077 0.0686274509803922 Contig38960_46750
0.520833333333333 0.52 0.514563106796116 0.197368421052632 0.269230769230769 0.264705882352941 Contig39027_106240
0.229166666666667 0.170731707317073 0.361386138613861 0.578947368421053 0.384615384615385 0.401960784313726 Contig39174_46724
0.02 0.040650406504065 0 0 0 0 Contig39220_14193
0.16 0.2109375 0.0931372549019608 0.144736842105263 0.0961538461538462 0.04 Contig39234_20989
0.08 0.133064516129032 0.415 0.236842105263158 0.25 0.16 Contig39306_111698
0.0833333333333333 0.0860655737704918 0.0297029702970297 0.368421052631579 0.25 0.21 Contig39398_39450
0.8125 0.706349206349206 0.878640776699029 0.881578947368421 0.788461538461538 0.715686274509804 Contig39415_83735
0.16 0.19921875 0.5 0.0921052631578947 0.221153846153846 0.204081632653061 Contig39471_47143
0.68 0.694214876033058 0.776595744680851 0.776315789473684 0.764705882352941 0.728260869565217 Contig39521_17262
0.0869565217391304 0.0966386554621849 0.0454545454545455 0.118421052631579 0.0769230769230769 0.0888888888888889 Contig39524_28186
0.14 0.125 0.0196078431372549 0.0921052631578947 0.21 0.173913043478261 Contig39630_19678
0.3125 0.369918699186992 0.553921568627451 0.605263157894737 0.5 0.480392156862745 Contig39666_107830
0.18 0.124 0.155339805825243 0.210526315789474 0.144230769230769 0.142857142857143 Contig39753_331540
0.270833333333333 0.274590163934426 0.0841584158415842 0.223684210526316 0.211538461538462 0.15625 Contig39809_11978
0.68 0.664 0.851485148514851 0.526315789473684 0.644230769230769 0.480392156862745 Contig39906_10811
0.9375 0.911290322580645 0.859223300970874 0.842105263157895 0.855769230769231 0.823529411764706 Contig39949_13166
0.3 0.232 0.15 0.148648648648649 0.163461538461538 0.0729166666666667 Contig39995_72092
0.270833333333333 0.349593495934959 0.234375 0.144736842105263 0.303921568627451 0.319148936170213 Contig40048_25427
0.520833333333333 0.467213114754098 0.678217821782178 0.434210526315789 0.519230769230769 0.45 Contig40056_83327
0.86 0.895161290322581 0.853535353535353 0.905405405405405 0.730769230769231 0.816326530612245 Contig40132_75463
0.02 0.0203252032520325 0.176767676767677 0 0 0 Contig40191_27305
0.2 0.266129032258065 0.185 0.0789473684210526 0.125 0.17 Contig40355_14058
0.166666666666667 0.225806451612903 0.301980198019802 0.236842105263158 0.230769230769231 0.259615384615385 Contig40432_84796
0.708333333333333 0.703252032520325 0.509803921568627 0.723684210526316 0.911764705882353 0.84 Contig40439_104230
0.979166666666667 0.991735537190083 0.851485148514851 0.894736842105263 0.91 0.875 Contig40538_50361
0.543478260869565 0.355932203389831 0.373493975903614 0.513157894736842 0.59375 0.597826086956522 Contig40566_13823
0.125 0.192622950819672 0.262376237623762 0.197368421052632 0.163461538461538 0.214285714285714 Contig40584_18552
0.04 0.0766129032258065 0.078125 0.0921052631578947 0.223404255319149 0.195652173913043 Contig40622_14132
0.173913043478261 0.191666666666667 0.21875 0.460526315789474 0.567307692307692 0.466666666666667 Contig40875_61188
0.34 0.386178861788618 0.38 0.5 0.596153846153846 0.53125 Contig40911_12391
0.72 0.658536585365854 0.520408163265306 0.802631578947368 0.764705882352941 0.641304347826087 Contig40930_47348
0.12 0.0714285714285714 0.0728155339805825 0 0 0 Contig41189_61700
0.145833333333333 0.146341463414634 0.313725490196078 0.0526315789473684 0.0673076923076923 0.0673076923076923 Contig41252_24067
0.5 0.5 0.601941747572815 0.513157894736842 0.509615384615385 0.549019607843137 Contig41327_71773
0.145833333333333 0.173387096774194 0.292929292929293 0.236842105263158 0.245098039215686 0.22 Contig41374_33903
0.229166666666667 0.311475409836066 0.375 0.394736842105263 0.46078431372549 0.509803921568627 Contig41377_15116
0.520833333333333 0.594262295081967 0.545454545454545 0.565789473684211 0.663461538461538 0.568627450980392 Contig41480_16774
0.56 0.44047619047619 0.343137254901961 0.236842105263158 0.25 0.18 Contig41569_35747
0.270833333333333 0.276859504132231 0.242268041237113 0.486842105263158 0.438775510204082 0.318181818181818 Contig41665_23812
0.0434782608695652 0.0588235294117647 0.329896907216495 0 0.0490196078431373 0.0760869565217391 Contig41726_7735
0.1 0.0645161290322581 0.168421052631579 0 0.00980392156862745 0.0333333333333333 Contig41784_26355
0.46 0.362204724409449 0.355 0.197368421052632 0.298076923076923 0.372549019607843 Contig41925_12134
0.48 0.495867768595041 0.355 0.105263157894737 0.153846153846154 0.13265306122449 Contig41929_26582
0.28 0.219512195121951 0.240196078431373 0.157894736842105 0.230769230769231 0.39 Contig41931_27157
0 0.02 0.099009900990099 0.0131578947368421 0.0384615384615385 0.05 Contig41957_53084
0.1875 0.186991869918699 0.196969696969697 0.157894736842105 0.147058823529412 0.106382978723404 Contig41966_92179
0.1 0.1125 0.130208333333333 0 0.0392156862745098 0.0454545454545455 Contig41981_35001
0.454545454545455 0.465811965811966 0.178947368421053 0.527027027027027 0.401960784313726 0.451219512195122 Contig42010_49708
0.1 0.132 0.0940594059405941 0.0789473684210526 0.0576923076923077 0.105769230769231 Contig42116_59872
0.02 0.04 0.0776699029126214 0.0921052631578947 0.0686274509803922 0.09 Contig42130_64967
0.125 0.157258064516129 0.204081632653061 0.197368421052632 0.259615384615385 0.25 Contig42180_7791
0.28 0.298387096774194 0.203883495145631 0.486842105263158 0.336538461538462 0.41 Contig42180_40883
0.18 0.284 0.279411764705882 0.184210526315789 0.278846153846154 0.326530612244898 Contig42271_41142
0.14 0.156 0.0245098039215686 0.289473684210526 0.182692307692308 0.23 Contig42319_39373
0.104166666666667 0.130081300813008 0.267676767676768 0.289473684210526 0.294117647058824 0.304347826086957 Contig42451_25805
0.44 0.467741935483871 0.584158415841584 0.407894736842105 0.411764705882353 0.275510204081633 Contig42748_125236
0.12 0.152 0.053921568627451 0.184210526315789 0.144230769230769 0.23469387755102 Contig42883_21514
0.18 0.2 0.184466019417476 0.0526315789473684 0.105769230769231 0.11 Contig42892_67000
0.4375 0.55327868852459 0.387755102040816 0.565789473684211 0.653846153846154 0.581632653061224 Contig42892_279527
0.38 0.388 0.574257425742574 0.578947368421053 0.586538461538462 0.598039215686274 Contig42949_4516
0.18 0.192 0.33495145631068 0.144736842105263 0.221153846153846 0.3 Contig43011_12200
0.270833333333333 0.147540983606557 0.0294117647058824 0.0526315789473684 0 0 Contig43051_46835
0.48 0.564 0.485294117647059 0.644736842105263 0.817307692307692 0.8 Contig43064_57483
0.86 0.846774193548387 0.735 0.618421052631579 0.509615384615385 0.52 Contig43124_14861
0.12 0.121951219512195 0.0490196078431373 0.0394736842105263 0.0480769230769231 0.0686274509803922 Contig43239_50371
0.1875 0.161290322580645 0.275 0.289473684210526 0.384615384615385 0.25 Contig43243_37878
0.0208333333333333 0.0983606557377049 0.0544554455445545 0.328947368421053 0.291666666666667 0.175675675675676 Contig43318_17772
0.24 0.329268292682927 0.52020202020202 0.378378378378378 0.413461538461538 0.347826086956522 Contig43384_16071
0.0208333333333333 0.0487804878048781 0.181818181818182 0.0526315789473684 0.0673076923076923 0.03125 Contig43407_104027
0.5625 0.628 0.533980582524272 0.815789473684211 0.901960784313726 0.85 Contig43603_21893
0.12 0.0555555555555556 0.00490196078431373 0 0 0.0196078431372549 Contig43729_77861
0.18 0.242063492063492 0.145631067961165 0.302631578947368 0.240384615384615 0.25 Contig43735_88456
0.125 0.0772357723577236 0.232673267326733 0.263157894736842 0.413461538461538 0.322916666666667 Contig43740_45873
0.12 0.0887096774193548 0.13 0.0657894736842105 0.0288461538461538 0 Contig43983_104711
0.333333333333333 0.372950819672131 0.191919191919192 0.184210526315789 0.288461538461538 0.22093023255814 Contig44008_49647
0.104166666666667 0.168032786885246 0.08 0.0526315789473684 0.0588235294117647 0.0531914893617021 Contig44178_37165
0.0217391304347826 0.0172413793103448 0.125 0 0 0 Contig44200_113975
0.28 0.2 0.450980392156863 0.0675675675675676 0.0673076923076923 0.0520833333333333 Contig44343_113105
0.0625 0.032258064516129 0.137254901960784 0.0526315789473684 0.0865384615384615 0.1 Contig44362_58252
0.12 0.186991869918699 0.375 0.486842105263158 0.519230769230769 0.551020408163265 Contig44526_113817
0.14 0.092 0.163366336633663 0.0526315789473684 0.201923076923077 0.107843137254902 Contig44576_81565
0.48 0.5 0.323529411764706 0.157894736842105 0.288461538461538 0.32 Contig44765_72402
0.2 0.170634920634921 0 0.289473684210526 0.240384615384615 0.21 Contig44782_65231
0.3125 0.362903225806452 0.479591836734694 0.381578947368421 0.401960784313726 0.459183673469388 Contig45095_15578
0.46 0.456692913385827 0.702970297029703 0.526315789473684 0.567307692307692 0.598039215686274 Contig45232_6203
0.25 0.247933884297521 0.375 0.289473684210526 0.303921568627451 0.405405405405405 Contig45451_80025
0.22 0.151639344262295 0.225 0.0135135135135135 0.0673076923076923 0.0102040816326531 Contig45640_39475
0.708333333333333 0.56198347107438 0.62 0.644736842105263 0.705882352941177 0.697916666666667 Contig45664_4742
0.1875 0.239669421487603 0.166666666666667 0.0657894736842105 0.117647058823529 0.104166666666667 Contig45756_15757
0.0416666666666667 0.0450819672131148 0.08 0.0263157894736842 0.0961538461538462 0.0520833333333333 Contig45821_4359
0.76 0.788617886178862 0.53 0.736842105263158 0.615384615384615 0.561224489795918 Contig45863_37729
0.0833333333333333 0.121951219512195 0.171717171717172 0.0263157894736842 0.0294117647058824 0.0531914893617021 Contig45891_22146
0.875 0.897540983606557 0.747474747474748 0.973684210526316 0.941176470588235 0.877551020408163 Contig45985_25889
0.25 0.256198347107438 0.301020408163265 0.25 0.225490196078431 0.22 Contig46135_1747
0.2 0.158536585365854 0.148514851485149 0.144736842105263 0.156862745098039 0.148936170212766 Contig46209_78735
0.6875 0.717213114754098 0.888888888888889 0.671052631578947 0.692307692307692 0.76 Contig46375_12831
0.416666666666667 0.354700854700855 0.310526315789474 0.648648648648649 0.65 0.621951219512195 Contig46485_26830
0.54 0.584677419354839 0.727722772277228 0.631578947368421 0.754901960784314 0.843137254901961 Contig46700_187116
0.717391304347826 0.810924369747899 0.661616161616162 0.894736842105263 0.928571428571429 0.895833333333333 Contig46712_130931
0.479166666666667 0.454918032786885 0.585 0.605263157894737 0.644230769230769 0.65 Contig46789_20029
0.145833333333333 0.188524590163934 0.0693069306930693 0.131578947368421 0.115384615384615 0.0980392156862745 Contig46829_80442
0.06 0.0887096774193548 0.247422680412371 0.184210526315789 0.230769230769231 0.186046511627907 Contig46845_12257
0.26 0.267716535433071 0.489247311827957 0.473684210526316 0.51 0.42 Contig46956_74893
0.604166666666667 0.610619469026549 0.505050505050505 0.573529411764706 0.734042553191489 0.641304347826087 Contig47017_26566
0.1 0.094017094017094 0.101063829787234 0.444444444444444 0.244444444444444 0.24390243902439 Contig47025_10461
0.565217391304348 0.597457627118644 0.526041666666667 0.486842105263158 0.5625 0.5 Contig47439_52240
0.291666666666667 0.289256198347107 0.398989898989899 0.135135135135135 0.156862745098039 0.193877551020408 Contig47641_55969
0.416666666666667 0.508130081300813 0.135 0.723684210526316 0.730769230769231 0.702127659574468 Contig47666_28891
0.56 0.670731707317073 0.82 0.565789473684211 0.576923076923077 0.591836734693878 Contig47666_182490
0.34 0.247967479674797 0.747474747474748 0.657894736842105 0.653846153846154 0.68 Contig47724_103795
0.0833333333333333 0.0737704918032787 0.0544554455445545 0.0526315789473684 0.0576923076923077 0.09 Contig47905_130255
0.0833333333333333 0.101626016260163 0.0294117647058824 0.355263157894737 0.274509803921569 0.254901960784314 Contig48029_126691
0.431818181818182 0.380530973451327 0.27319587628866 0.385714285714286 0.352941176470588 0.315217391304348 Contig48194_20750
0 0.00413223140495868 0.121052631578947 0.0394736842105263 0.0480769230769231 0.0729166666666667 Contig48241_6882
0.282608695652174 0.162393162393162 0.0444444444444444 0.315789473684211 0.303921568627451 0.475609756097561 Contig48294_95020
0.18 0.161290322580645 0.368932038834951 0.486842105263158 0.576923076923077 0.480392156862745 Contig48375_14076
0.16 0.147540983606557 0.085 0.0394736842105263 0.0865384615384615 0.0833333333333333 Contig48386_119871
0.46 0.345238095238095 0.135922330097087 0.315789473684211 0.317307692307692 0.343137254901961 Contig48460_14901
0.208333333333333 0.195121951219512 0.182291666666667 0.236842105263158 0.278846153846154 0.267441860465116 Contig48496_11742
0.04 0.0277777777777778 0.0247524752475248 0 0 0 Contig48641_102397
0.354166666666667 0.344262295081967 0.559405940594059 0.657894736842105 0.692307692307692 0.64 Contig48869_56081
0.3 0.227642276422764 0.185 0.223684210526316 0.0480769230769231 0.142857142857143 Contig48878_45301
0.6875 0.640495867768595 0.475 0.631578947368421 0.682692307692308 0.755102040816326 Contig48945_111982
0.94 0.930894308943089 0.893939393939394 1 0.980769230769231 1 Contig48966_37006
0.38 0.386178861788618 0.200980392156863 0.289473684210526 0.144230769230769 0.17 Contig48991_81809
0.152173913043478 0.166666666666667 0.276041666666667 0.315789473684211 0.284313725490196 0.277777777777778 Contig49161_57253
0.2 0.201612903225806 0.0631067961165049 0.0657894736842105 0.147058823529412 0.111111111111111 Contig49260_26199
0.12 0.072 0.126262626262626 0.131578947368421 0.0192307692307692 0.04 Contig49505_14350
0.75 0.78099173553719 0.625 0.697368421052632 0.817307692307692 0.81 Contig49681_31372
0.456521739130435 0.426229508196721 0.592783505154639 0.657894736842105 0.596153846153846 0.625 Contig49755_23823
0.104166666666667 0.0840336134453782 0.159340659340659 0.0657894736842105 0.215686274509804 0.182926829268293 Contig49764_24929
0.208333333333333 0.266393442622951 0.12621359223301 0 0.0576923076923077 0.06 Contig49790_33531
0.04 0.0515873015873016 0.0099009900990099 0.0526315789473684 0.105769230769231 0.09 Contig49844_14670
0.125 0.15 0.191919191919192 0.131578947368421 0.205882352941176 0.170212765957447 Contig49985_50335
0.22 0.193548387096774 0.099009900990099 0.0131578947368421 0.0480769230769231 0.00980392156862745 Contig49985_84575
0.208333333333333 0.241525423728814 0.202247191011236 0.184210526315789 0.18 0.397435897435897 Contig50033_46453
0.145833333333333 0.115702479338843 0.255102040816327 0.243243243243243 0.38 0.402173913043478 Contig50086_32393
0.04 0.03125 0.0441176470588235 0.0921052631578947 0.0769230769230769 0.117021276595745 Contig50147_57453
0.166666666666667 0.161157024793388 0.046875 0.0263157894736842 0.0196078431372549 0.0227272727272727 Contig50223_44343
0.479166666666667 0.389344262295082 0.586734693877551 0.394736842105263 0.451923076923077 0.46875 Contig50264_49853
0.3 0.274590163934426 0.690721649484536 0.554054054054054 0.711538461538462 0.729166666666667 Contig50288_12452
0.46 0.451612903225806 0.107843137254902 0.184210526315789 0.211538461538462 0.212765957446809 Contig50318_62061
0.270833333333333 0.268292682926829 0.206185567010309 0.131578947368421 0.25 0.315217391304348 Contig50563_10643
0.94 0.884 0.808823529411765 0.513157894736842 0.615384615384615 0.568627450980392 Contig50829_47940
0.479166666666667 0.504098360655738 0.586734693877551 0.202702702702703 0.153846153846154 0.205882352941176 Contig50940_52384
0.5625 0.504 0.655 0.828947368421053 0.865384615384615 0.833333333333333 Contig50940_57764
0.06 0.166666666666667 0.150485436893204 0.25 0.326923076923077 0.235294117647059 Contig50988_95943
0.291666666666667 0.272 0.279411764705882 0.144736842105263 0.323529411764706 0.215686274509804 Contig51095_13746
0.208333333333333 0.254098360655738 0.09 0.118421052631579 0.153846153846154 0.122448979591837 Contig51117_59333
0 0.0163934426229508 0.0686274509803922 0 0 0 Contig51117_60823
0.7 0.654471544715447 0.42 0.407894736842105 0.144230769230769 0.23469387755102 Contig51338_16247
0.108695652173913 0.163865546218487 0.0531914893617021 0.25 0.372549019607843 0.238636363636364 Contig51343_11329
0.12 0.117886178861789 0.0445544554455446 0 0 0 Contig51354_38566
0.18 0.255905511811024 0.299019607843137 0.0131578947368421 0.0480769230769231 0.05 Contig51397_18044
0.208333333333333 0.217741935483871 0.0891089108910891 0.486842105263158 0.5 0.59 Contig51397_21491
0.38 0.352459016393443 0.166666666666667 0.5 0.326923076923077 0.425531914893617 Contig51460_1643
0.14 0.208661417322835 0.196078431372549 0.171052631578947 0.163461538461538 0.14 Contig51726_606
0.604166666666667 0.60655737704918 0.722222222222222 0.421052631578947 0.333333333333333 0.42 Contig51941_26742
0.6 0.504 0.524509803921569 0.355263157894737 0.471153846153846 0.346938775510204 Contig52079_43236
0.229166666666667 0.142276422764228 0.127551020408163 0.105263157894737 0.107843137254902 0.159574468085106 Contig52152_18416
0.583333333333333 0.582644628099174 0.61 0.644736842105263 0.692307692307692 0.711111111111111 Contig52176_20997
0.0625 0.0942622950819672 0.105 0.131578947368421 0.163461538461538 0.13 Contig52296_36091
0.36 0.4125 0.191489361702128 0.131578947368421 0.214285714285714 0.25 Contig52430_112527
0.729166666666667 0.776422764227642 0.861386138613861 0.75 0.855769230769231 0.794117647058823 Contig52561_44121
0.26 0.352 0.176190476190476 0.118421052631579 0.153846153846154 0.137254901960784 Contig52606_36342
0.6 0.503968253968254 0.465686274509804 0.657894736842105 0.682692307692308 0.663265306122449 Contig52606_53730
0.5 0.370967741935484 0.295 0.223684210526316 0.307692307692308 0.23 Contig52627_4145
0.72 0.768292682926829 0.693877551020408 0.631578947368421 0.567307692307692 0.627659574468085 Contig52687_54417
0.22 0.26 0.21078431372549 0.0789473684210526 0.105769230769231 0.16 Contig52823_34499
0.291666666666667 0.301652892561983 0.244791666666667 0.263157894736842 0.313725490196078 0.293478260869565 Contig52896_72991
0.14 0.166666666666667 0.43010752688172 0.185714285714286 0.354166666666667 0.384615384615385 Contig53051_34517
0.1875 0.28125 0.210526315789474 0.222222222222222 0.147058823529412 0.0416666666666667 Contig53090_118711
0 0.0387931034482759 0.0333333333333333 0 0 0.0217391304347826 Contig53231_38698
0.9 0.898373983739837 0.821428571428571 0.75 0.673076923076923 0.683673469387755 Contig53309_109153
0.88 0.826612903225806 0.745 0.881578947368421 0.894230769230769 0.89 Contig53466_28399
0.166666666666667 0.202479338842975 0.333333333333333 0.125 0 0.0625 Contig53477_13503
0.522727272727273 0.483193277310924 0.727272727272727 0.428571428571429 0.401960784313726 0.53125 Contig53526_37698
0.3 0.304 0.28 0.776315789473684 0.576923076923077 0.561224489795918 Contig53535_155683
0.1875 0.147058823529412 0.0989583333333333 0.0526315789473684 0.1 0.108695652173913 Contig53577_90898
0.34 0.357723577235772 0.160194174757282 0.25 0.105769230769231 0.07 Contig53696_33734
