pC1992 pW0000 pS2005 pS2018 pS2021 cp s_set0 s_set0.02 s_set0.04 s_set0.06 s_set0.08 s_set0.1 s_set0.12 s_set0.14 s_set0.16 s_set0.18 s_set0.2 s_set0.22 s_set0.24 s_set0.26 s_set0.28 s_set0.3 s_set0.32 s_set0.34 s_set0.36 s_set0.38 s_set0.4 s_set0.42 s_set0.44 s_set0.46 s_set0.48 s_set0.5 s_set0.52 s_set0.54 s_set0.56 s_set0.58 s_set0.6 s_set0.62 s_set0.64 s_set0.66 s_set0.68 s_set0.7 s_set0.72 s_set0.74 s_set0.76 s_set0.78 s_set0.8 s_set0.82 s_set0.84 s_set0.86 s_set0.88 s_set0.9 s_set0.92 s_set0.94 s_set0.96 s_set0.98 s_set1 s_set1.02 s_set1.04 s_set1.06 s_set1.08 s_set1.1 s_set1.12 s_set1.14 s_set1.16 s_set1.18 s_set1.2 s_set1.22 s_set1.24 s_set1.26 s_set1.28 s_set1.3 s_set1.32 s_set1.34 s_set1.36 s_set1.38 s_set1.4 s_set1.42 s_set1.44 s_set1.46 s_set1.48 s_set1.5 s_set1.52 s_set1.54 s_set1.56 s_set1.58 s_set1.6 s_set1.62 s_set1.64 s_set1.66 s_set1.68 s_set1.7 s_set1.72 s_set1.74 s_set1.76 s_set1.78 s_set1.8 s_set1.82 s_set1.84 s_set1.86 s_set1.88 s_set1.9 s_set1.92 s_set1.94 s_set1.96 s_set1.98 s_set2
134 0.361111111111111 0.980519480519481 0.983870967741935 1 1 Contig48792_99906 11.0141082064429 9.49469848240175 8.20409046312734 7.17272192389123 6.39872771854248 5.85756937967189 5.51458679139666 5.33378787050144 5.2819511942011 5.32982419298987 5.45213845117874 5.62731863847016 5.8371580310835 6.06649860972856 6.30292465442066 6.53650209173274 6.7595935696151 6.96673973432175 7.1545486511694 7.32151639682175 7.46773087109801 7.59447100606664 7.7037649025163 7.79798451304873 7.87953186610743 7.95063511784669 8.01324285182794 8.06899060063863 8.1192121988308 8.16497408629959 8.20711782333449 8.24630233331485 8.28304145653202 8.31773580769099 8.35069842132739 8.38217497616256 8.41235953688317 8.44140664516742 8.46944053897731 8.49656215697623 8.52285444144392 8.54838636258349 8.57321596974934 8.59739271538963 8.62095921020341 8.64395259218951 8.66640557228185 8.68834723177768 8.70980365447392 8.73079841978739 8.75135299219665 8.77148703156765 8.79121864236806 8.81056457577938 8.82954039515147 8.84816061249379 8.86643880258245 8.88438769890285 8.90201927279085 8.91934480753686 8.93637495577253 8.95311979247866 8.96958886131247 8.9857912152968 9.00173545312213 9.01742975154947 9.03288189458344 9.04809929980829 9.06308904234543 9.07785787652286 9.09241225590541 9.1067583514634 9.12090206839344 9.1348490615867 9.14860474995213 9.16217432952247 9.17556278587654 9.18877490545987 9.20181528633984 9.21468835084691 9.22739834602029 9.23994935780731 9.25234532587428 9.26459004213595 9.27668716019534 9.28864020234589 9.30045256620552 9.31212752910479 9.32366825565218 9.33507780194577 9.34635912049868 9.35751506494275 9.36854839443462 9.37946177782186 9.39025779749512 9.40093895316771 9.41150766530794 9.42196627852555 9.43231706467339 9.44256222586831 9.4527038972914
154 0.527777777777778 0.993506493506494 0.870967741935484 1 1 Contig54343_9772 12.7252825230166 10.7457256780435 9.31510584667826 8.45566228347633 8.12451550726667 8.24192665725712 8.71705718745629 9.46339944008154 10.4042894657222 11.4728748490679 12.6109012109781 13.7687970422893 14.9072944014293 15.9990955346894 17.0288262356233 17.9908414520609 18.8859187960495 19.7181545726899 20.4927360376434 21.214622324439 21.8879121720708 22.5156494504011 23.0999081341024 23.6420457147826 24.1430586326721 24.6039604771616 25.0261174366364 25.4114532701118 25.7625056677931 26.082316425598 26.374223459366 26.641627854841 26.8877881424473 27.1156745532865 27.327902220973 27.526694950356 27.7139250574638 27.8911416522534 28.0596130370833 28.220381271231 28.3742940573904 28.5220589445943 28.6642570986236 28.8013779148421 28.9338326572097 29.0619738517263 29.186099522599 29.3064741408468 29.4233283635352 29.5368666718816 29.6472746003424 29.7547111168105 29.8593276917039 29.9612612905157 30.060653308029 30.1575872312011 30.2521852466023 30.3445475195234 30.4347685435227 30.5229325787519 30.609122429643 30.6934149858313 30.7758824918267 30.8565932152826 30.9356120948346 31.0129993247843 31.0888132917819 31.1631121530746 31.235941681204 31.3073547885094 31.3773989392466 31.4461192723299 31.5135587394947 31.5797584527587 31.6448000346164 31.7086366138361 31.7713532048608 31.8329679475568 31.8935227904269 31.9530492615115 32.0115778265004 32.0691369486864 32.1257547359141 32.1814769890936 32.2362909239242 32.2902400582168 32.3433486990348 32.3956396911555 32.4471350166731 32.4978583808839 32.5478248891611 32.5970569493253 32.6455735019097 32.6933928135488 32.7405325072278 32.7870095911702 32.8328410606695 32.878041570975 32.9226270754387 32.9666123791919 33.0100119105356
159 0.222222222222222 0.376623376623377 0.82258064516129 0.844444444444444 0.867647058823529 Contig55826_16617 18.3285523935564 15.2777577305871 13.9060170349898 14.0886971196859 15.5993360979063 18.1370034351449 21.3630420363226 24.9526624230272 28.6477043616822 32.283246514345 35.7783517364294 39.1078872525557 42.2751026290874 45.2925818413878 48.1710120389982 50.9133147749382 53.5123643154587 55.9520169834434 58.2126459235167 60.2812265183358 62.1604504436836 63.8690597696658 65.433597625116 66.8798189385547 68.2285667971526 69.4954918693585 70.6921877737777 71.827357979961 72.9077305139522 73.9387134483342 74.9247404591011 75.8694965235642 76.7762317256547 77.6476412435702 78.4862431984022 79.2941379798657 80.073339592368 80.8254951542552 81.5522611634385 82.2550921018012 82.9352493783527 83.5940671973346 84.2325043857259 84.8517233732009 85.4526908281208 86.0362222144516 86.6032381374982 87.1544758422789 87.6906117330631 88.2124446112012 88.7205521687858 89.2155825698707 89.6980141757863 90.1684431060287 90.6273870458754 91.0752138368634 91.5125296258471 91.9396544450485 92.3569907002405 92.7650212683295 93.1639077585159 93.5541212286704 93.9360614232312 94.309806579922 94.6757951621305 95.0343916780869 95.3856368450876 95.7299929857978 96.0676431204407 96.39875908417 96.7234750752247 97.0420883290281 97.3547989448767 97.6618210621403 97.9634954479426 98.2596483281716 98.5506044392397 98.8367015901994 99.1178689334055 99.3942665202828 99.6660099974447 99.9332355650661 100.196277262989 100.4549499884 100.709553531732 100.960167842072 101.206906049201 101.449876067207 101.689192989141 101.925262707604 102.157514705361 102.386384727807 102.61229010963 102.834625445584 103.054157937722 103.270406798474 103.483586977429 103.69380951377 103.901365707015 104.105978310745 104.307922083056
183 0.472222222222222 0.993506493506494 1 1 1 Contig59923_45936 8.64543394216111 7.68937455962312 6.82312990283183 6.07794031661962 5.46617174845582 4.98270388535807 4.61197134874591 4.33454836124704 4.13116907092168 3.98464778985244 3.88059875976786 3.80753319408428 3.75662632160488 3.7213189663938 3.69686569666534 3.67990502594284 3.66809274990313 3.65981173800189 3.65395409143849 3.64976361766817 3.64672483075167 3.64448610062776 3.64280704852411 3.6415227919927 3.64051973500567 3.63971919949883 3.63906635635439 3.63852272904096 3.63806110453423 3.63766206778996 3.63731163302379 3.63699961798094 3.63671852294164 3.63646275409662 3.63622808255025 3.63601126431799 3.63580977749559 3.63562162646146 3.63544521085885 3.63527922725261 3.63512259811541 3.63497442190988 3.63483393296073 3.63470047379228 3.63457347413133 3.63445243450212 3.63433691375217 3.63422651934519 3.63412089973214 3.63401973827382 3.6339227483695 3.63382966944772 3.63374026370722 3.63365431338572 3.63357161846789 3.63349199474815 3.63341527216615 3.63334129337439 3.63326991249988 3.63320099405924 3.63313441200534 3.633070048887 3.6330077951021 3.63294754823331 3.63288921245294 3.63283269799043 3.63277792065093 3.63272480138299 3.63267326586712 3.63262324423451 3.63257467062973 3.63252748299369 3.6324816227739 3.6324370346794 3.63239366644445 3.6323514686628 3.63231039454019 3.63227039975518 3.63223144229001 3.63219348228266 3.63215648189083 3.63212040516454 3.63208521792925 3.6320508876768 3.63201738346647 3.63198467583003 3.63195273668509 3.63192153925474 3.63189105799303 3.63186126851409 3.63183214752774 3.63180367277783 3.63177582298616 3.63174857779862 3.63172191773616 3.63169582414765 3.6316702791669 3.63164526567123 3.63162076724348 3.6315967681362 3.63157325323736
184 0.583333333333333 0.993506493506494 1 1 1 Contig59923_46347 7.49051105838583 6.74051907597263 6.06242585248195 5.48146567359802 5.00766322785812 4.63660799765781 4.35517034716677 4.14706149846716 3.99630359360952 3.88888332680943 3.81331707345621 3.76064250471233 3.72412807382029 3.69887015331792 3.68138084387665 3.66922297675843 3.66071479314525 3.65470524346722 3.65041017522752 3.64729639823678 3.64500126868475 3.64327765115953 3.64195656043572 3.64092192456855 3.64009357240033 3.63941576742048 3.63884947044719 3.63836710648809 3.63794901424167 3.63758102820697 3.63725282492489 3.63695678649583 3.63668721537468 3.63643978895698 3.63621117831929 3.63599877895785 3.6358005250008 3.63561474720247 3.63544007961488 3.6352753877466 3.63511971625055 3.63497225224954 3.63483229461872 3.63469923303355 3.63457253177353 3.63445171676345 3.63433636558157 3.63422609954624 3.63412057738705 3.63401949011296 3.63392255683064 3.63382952123981 3.63374014874461 3.63365422399488 3.63357154879538 3.63349194031753 3.63341522954547 3.63334125992602 3.63326988619177 3.63320097332215 3.63313439562463 3.63307003592034 3.63300778481675 3.63294754005827 3.63288920594228 3.63283269279514 3.63277791649726 3.63272479805581 3.63267326319701 3.63262324208779 3.63257466890068 3.63252748159859 3.63248162164628 3.63243703376641 3.63239366570398 3.63235146806126 3.63231039405071 3.63227039935624 3.63223144196435 3.63219348201641 3.6321564816728 3.63212040498573 3.63208521778239 3.632050887556 3.63201738336697 3.63198467574795 3.63195273661729 3.63192153919865 3.63189105794658 3.63186126847555 3.63183214749573 3.63180367275121 3.63177582296399 3.63174857778014 3.63172191772073 3.63169582413475 3.63167027915611 3.63164526566218 3.63162076723589 3.63159676812983 3.631573253232
185 0.0277777777777778 0.75974025974026 0.870967741935484 0.988888888888889 0.970588235294118 Contig60118_27635 20.7019816514289 16.802590024166 13.8384497931348 11.7901917245865 10.5540144982305 9.98225961371543 9.92063350706914 10.2340043974802 10.8179189304829 11.5984079330421 12.5253385716612 13.5639193785275 14.6870886247366 15.869908789499 17.0860819354719 18.3063986216167 19.4992454321088 20.6335914103317 21.6840931390026 22.6359584173955 23.4863624851472 24.2416887302093 24.9130416126364 25.5126568655153 26.0519880113699 26.5409966760419 26.9880394726242 27.3999895393082 27.7824337723054 28.1398804042948 28.4759578424426 28.7935826220254 29.0951075187221 29.382438799131 29.6571337508457 29.9204714657667 30.1735170068297 30.4171642260518 30.652169726759 30.8791835234115 31.0987690705397 31.311420697862 31.5175718903549 31.7176083422306 31.9118814039597 32.1007016840665 32.2843591582848 32.4631107158438 32.6371969060637 32.8068403880013 32.9722458204136 33.1336039249994 33.2910926448327 33.444878555401 33.5951125842433 33.7419427992593 33.8855063053754 34.0259310783163 34.1633390034043 34.2978443252254 34.4295612360346 34.5585803618542 34.6850049022385 34.8089269730391 34.9304346773777 35.0496096595005 35.1665388896971 35.2812831666325 35.3939282116978 35.5045310550961 35.6131580532871 35.7198744926201 35.8247398339303 35.9278108720065 36.0291419306014 36.1287863346971 36.2267910631447 36.3232052963602 36.4180747680411 36.5114438183484 36.6033600703955 36.6938513943131 36.7829628387347 36.8707321727227 36.9571952249897 37.0423864734981 37.1263392319879 37.2090854811717 37.2906560636034 37.3710837325269 37.4503908236589 37.5286082506018 37.6057698787571 37.6818870272217 37.757007340643 37.831122943616 37.9042733197312 37.9764812334909 38.0477677846516 38.1181540649242 38.1876604865011
186 0 0.571428571428571 0.661290322580645 0.9 0.808823529411765 Contig60977_6082 21.0946809055707 16.8811463720024 14.6271812225721 14.1736790402259 15.2829335079039 17.66128505394 20.9788789648901 24.8966241881086 29.1047070389363 33.3618508062584 37.5137083807846 41.4824417344737 45.2415285021357 48.7924688416463 52.149629468646 55.3321078632621 58.3598057959154 61.2516386868682 64.024727008941 66.6940732537848 69.2725272937215 71.7708989274179 74.1981911450479 76.5618666934689 78.8681008700625 81.122065894602 83.3280852126801 85.4898187821535 87.6104182779947 89.6926255653346 91.7387641630565 93.7509613992141 95.7310184779679 97.680448893425 99.6003545826663 101.491087861054 103.351350698845 105.176116311039 106.951813202506 108.647837778646 110.208244535644 111.565928760914 112.695978490915 113.642473630254 114.474262756943 115.240746425616 115.967275772739 116.666265219445 117.342482811782 117.999521621906 118.637799735582 119.259689354348 119.865240913799 120.455160965469 121.030877690094 121.591747462102 122.139435445878 122.673416353647 123.196169947991 123.706447140906 124.205419880594 124.692852915511 125.169852767082 125.63569018861 126.092830662516 126.539342459963 126.977758357053 127.407881302735 127.828500341399 128.240862462766 128.644154517887 129.041268837055 129.429383678257 129.810223311086 130.184104149787 130.5531411788 130.91362405366 131.269926746182 131.620523624625 131.964398536873 132.300198092122 132.63050793898 132.955213553768 133.274696182651 133.591466332837 133.900752776599 134.205126317312 134.504770473617 134.803143832611 135.09377233008 135.380121449603 135.665686445976 135.949174719528 136.222726182441 136.492056279763 136.757532448422 137.019279946449 137.277380628268 137.532194579008 137.783469323773 138.031221779044
190 0.111111111111111 0.850649350649351 0.790322580645161 0.866666666666667 0.926470588235294 Contig63306_9589 15.9871221677781 13.2927743493315 12.1697101559218 12.5148963171869 14.126327735969 16.7361883878202 20.0476937737382 23.7778144098503 27.6961015063547 31.6437597165472 35.5282789128763 39.3040961551638 42.952050305863 46.4636119831284 49.8301408335805 53.0352924437007 56.049666211069 58.8314082113079 61.3414764826727 63.5697151020575 65.5428688091562 67.3047958993341 68.8957537789389 70.3463793499356 71.6794864064364 72.9126783202721 74.0601518521692 75.1335504140699 76.1425143085626 77.0950410963209 77.9978080878635 78.8562651935083 79.6750061870839 80.4578725841876 81.2081119202613 81.9283845746187 82.6210987386387 83.2882451686587 83.9317187309746 84.5528290831963 85.1531103342483 85.7337841086691 86.2960400792661 86.8407671609117 87.368838609978 87.8811872200384 88.3786674521343 88.86191462089 89.3316283716416 89.7883783364219 90.2326720121019 90.6652054714114 91.0864129226802 91.4967524457982 91.8968819214456 92.2868942285638 92.6674468021403 93.0387442663291 93.4011816226319 93.7552005044465 94.101015836761 94.4389719328344 94.7694788191984 95.0926926041033 95.4089340958297 95.7182396262854 96.0209940083375 96.3174932532239 96.6078471102304 96.892411476118 97.1713984913465 97.4446757276338 97.7128547156271 97.9758640988055 98.2338282273371 98.4868112611334 98.7351492587626 98.9789314588827 99.218592790725 99.4537419947336 99.6851835713047 99.9121775416293 100.135282325415 100.354645181187 100.570308679552 100.782424849597 100.991098204686 101.196485919493 101.398768056733 101.597575721478 101.793337968226 101.986035355088 102.175819033747 102.362757737207 102.546889840868 102.728707132899 102.90747570588 103.083816200027 103.257489507272 103.428715715048 103.597554801427
216 0.138888888888889 0.363636363636364 0.435483870967742 0.611111111111111 0.573529411764706 Contig81895_21488 15.4672987453288 13.4011364166115 13.7903190580807 16.3631422109292 20.8166370847321 26.8291483556264 34.0722256382493 42.2131716886356 50.9000548035399 59.7436702805159 68.354189349362 76.4567043069346 83.9547879901009 90.8728585677387 97.2815498595685 103.259572230289 108.879260377976 114.204265346179 119.287213457825 124.174038657527 128.901046410205 133.497900466171 137.991480693169 142.400811258145 146.732980926066 151.011954885274 155.223647815893 159.398630291991 163.514817511207 167.589064769613 171.631394206845 175.609358240565 179.576045045721 183.48563174995 187.331679694851 191.173389577813 194.986320727151 198.706773292583 202.406771846326 206.15954720344 209.751450556409 213.310762160514 216.84118331675 220.400817975511 223.918824682416 227.309088438504 230.662149247068 233.950919830006 237.150780830866 240.083635269507 242.425534605646 244.443249659295 246.334849687496 248.20885216881 249.96400796075 251.690263189891 253.394089986823 255.076394890218 256.743985979342 258.420673785827 260.097223695258 261.678347144622 263.24021995921 264.788088653694 266.31546340691 267.8371054865 269.336717192872 270.840305981206 272.360326954654 273.833301571401 275.251354103665 276.655150010267 278.045584003796 279.424203590813 280.793078961837 282.151179924887 283.500734165763 284.844379404734 286.1773518265 287.553170850442 288.889560602315 290.16081618081 291.424818758234 292.671218615196 293.914657736251 295.154409941515 296.371795958217 297.591971246495 298.791933113672 299.998495950845 301.212799883264 302.388676333299 303.579967722384 304.783296844346 305.976966571775 307.200392549426 308.337643762561 309.455262591477 310.582902221756 311.684803612445 312.786121831387
221 0.0555555555555556 0.337662337662338 0.693548387096774 0.8 0.735294117647059 Contig91839_37927 19.7541805630559 16.551435164857 15.4957809862267 16.4147197832158 19.0637838197505 23.1398883336471 28.2878567810216 34.109546264516 40.1939530435104 46.1836286933599 51.8448467460625 57.0785674308689 61.8760030663432 66.2705334503857 70.3092150928819 74.0400228535287 77.5070073706206 80.7487682163482 83.7981972501895 86.6827664869218 89.4251779532055 92.0438966500165 94.5540283161838 96.9677808628493 99.2952498996922 101.544785708579 103.723255377033 105.836522808532 107.889616919036 109.887063688295 111.832271343091 113.728968716357 115.579908473908 117.388113390688 119.155602069505 120.884980002176 122.577952651714 124.236531532645 125.862445214208 127.457388105871 129.022730421913 130.559751039264 132.070267987646 133.554855774686 135.014542011779 136.450778906805 137.864572017956 139.256487921718 140.627646931915 141.977382351143 143.307104760147 144.616717978161 145.905642885981 147.172341076696 148.412751875902 149.623084346774 150.79478832905 151.918195403486 152.97900273363 153.965294274108 154.869636526184 155.69167704458 156.440304885036 157.130807003431 157.777255902929 158.389872595474 158.977987002726 159.546698770784 160.099252598296 160.639354415129 161.164714533257 161.679582577811 162.183714462262 162.678400731385 163.16308360612 163.639597401196 164.109624616616 164.568225219684 165.019176741778 165.46415207745 165.901960108918 166.332508979185 166.752791586193 167.166995341481 167.573640557033 167.974106374163 168.369598573579 168.757305228795 169.14227888913 169.51788856205 169.887746890337 170.252202861413 170.613630202295 170.967865906098 171.316960062843 171.664873547026 172.006740987388 172.344672317538 172.673588363687 172.998097175984 173.319487713385
224 0.722222222222222 0.837662337662338 1 0.966666666666667 1 Contig96376_1678 11.6739100291738 10.7263978617054 10.0481022584275 9.62400363299732 9.40676285469345 9.33561296690379 9.35580340161166 9.42826225126787 9.52927655690824 9.64565638816085 9.77005457531346 9.89806058082746 10.026786601512 10.154257938787 10.2791355177645 10.4005538838243 10.5180005752844 10.63121853003 10.7401283209486 10.8447689579951 10.9452546768558 11.0417443563404 11.1344209107646 11.2234773151493 11.3091078415222 11.3915025274902 11.4708437339877 11.5473046490131 11.6210482969055 11.692227414081 11.7609846027248 11.8274527808467 11.8917556980137 11.954008549283 12.0143184050446 12.0727851119791 12.1295016443423 12.1845546845122 12.2380251312056 12.2899885395707 12.3405155727011 12.3896724565003 12.4375209901146 12.4841194038934 12.5295222645766 12.5737808906539 12.61694365047 12.6590558432823 12.7001603931361 12.7402977730223 12.7795062390992 12.8178218101784 12.8552787185812 12.8919093315989 12.9277443280782 12.9628128074588 12.9971423967925 13.0307593480058 13.0636886041142 13.0959539139059 13.127577883854 13.158582052725 13.1889869561131 13.2188121869936 13.2480764458482 13.2767976142335 13.3049927390406 13.3326781662388 13.35986952451 13.3865817759862 13.4128292548279 13.4386256995076 13.4639842850246 13.4889176521503 13.5134379797551 13.5375568315878 13.5612854466834 13.5846347329376 13.6076147527811 13.6302356148032 13.6525069054671 13.6744378565585 13.6960373597643 13.717313985977 13.7382759977211 13.7589313642419 13.7792877743483 13.7993526491654 13.8191331541396 13.8386362101854 13.8578685137629 13.8768365085012 13.8955464537726 13.9140043934699 13.9322161749163 13.9501874570377 13.9679237181002 13.9854302999498 14.00271255321 14.0197749132008 14.0366225007658
