pC1992 pW0000 pS2005 pS2018 pS2021 cp
0.611111111111111 0.558441558441558 0.67741935483871 0.611111111111111 0.544117647058823 Contig6449_73249
0.75 0.636363636363636 0.741935483870968 0.677777777777778 0.720588235294118 Contig6506_20491
0.666666666666667 0.805194805194805 0.774193548387097 0.711111111111111 0.705882352941177 Contig6581_2087
0 0.0714285714285714 0 0 0 Contig6638_2279
0.361111111111111 0.571428571428571 0.532258064516129 0.744444444444444 0.661764705882353 Contig6939_55537
0.75 0.720779220779221 0.629032258064516 0.755555555555556 0.735294117647059 Contig6996_56740
0.694444444444444 0.961038961038961 0.838709677419355 0.811111111111111 0.779411764705882 Contig7072_58643
0.305555555555556 0.201298701298701 0.161290322580645 0.0666666666666667 0.132352941176471 Contig7247_52306
0.305555555555556 0.266233766233766 0.241935483870968 0.266666666666667 0.338235294117647 Contig7642_16173
0.583333333333333 0.12987012987013 0.290322580645161 0.288888888888889 0.25 Contig7659_7740
0.0277777777777778 0.175324675324675 0 0 0 Contig8469_1522
0.0277777777777778 0.0584415584415584 0.0161290322580645 0.0777777777777778 0.0441176470588235 Contig8476_99991
0.25 0.116883116883117 0.209677419354839 0.288888888888889 0.308823529411765 Contig9060_64170
0.666666666666667 0.564935064935065 0.725806451612903 0.655555555555556 0.720588235294118 Contig9095_42510
0.5 0.162337662337662 0.112903225806452 0.155555555555556 0.176470588235294 Contig9142_32133
0.416666666666667 0.467532467532468 0.435483870967742 0.566666666666667 0.485294117647059 Contig9268_13492
0.0833333333333333 0.0909090909090909 0.145161290322581 0.155555555555556 0.205882352941176 Contig9368_25756
0.0555555555555556 0.0844155844155844 0.0806451612903226 0.122222222222222 0.220588235294118 Contig9511_11489
0.194444444444444 0.038961038961039 0.354838709677419 0.344444444444444 0.205882352941176 Contig9547_5822
0 0.0909090909090909 0 0 0 Contig10111_22904
0.611111111111111 0.409090909090909 0.419354838709677 0.288888888888889 0.352941176470588 Contig10222_20949
0.138888888888889 0.253246753246753 0.161290322580645 0.222222222222222 0.147058823529412 Contig10309_16331
0.138888888888889 0 0.032258064516129 0 0 Contig10585_36796
0 0.103896103896104 0.0161290322580645 0.0555555555555556 0.0294117647058824 Contig19560_3690
0.444444444444444 0.331168831168831 0.403225806451613 0.4 0.367647058823529 Contig29443_1620
0.138888888888889 0.467532467532468 0.32258064516129 0.288888888888889 0.323529411764706 Contig30104_2258
0.25 0.149350649350649 0.209677419354839 0.333333333333333 0.220588235294118 Contig38040_105928
0.638888888888889 0.448051948051948 0.564516129032258 0.577777777777778 0.514705882352941 Contig38161_6468
0.25 0.0194805194805195 0.225806451612903 0.0666666666666667 0.161764705882353 Contig38227_21557
0.222222222222222 0.344155844155844 0.0967741935483871 0.177777777777778 0.294117647058824 Contig38412_8366
0.0833333333333333 0.0194805194805195 0.0483870967741935 0.0222222222222222 0.0294117647058824 Contig38509_42610
0.194444444444444 0.116883116883117 0.193548387096774 0.255555555555556 0.352941176470588 Contig38673_6222
0.305555555555556 0.24025974025974 0.274193548387097 0.222222222222222 0.191176470588235 Contig38716_3848
0.111111111111111 0.162337662337662 0.0483870967741935 0.0555555555555556 0.0588235294117647 Contig38960_46750
0.527777777777778 0.538961038961039 0.193548387096774 0.277777777777778 0.25 Contig39027_106240
0.222222222222222 0.383116883116883 0.532258064516129 0.366666666666667 0.441176470588235 Contig39174_46724
0.222222222222222 0.0974025974025974 0.129032258064516 0.111111111111111 0.0441176470588235 Contig39234_20989
0.0833333333333333 0.402597402597403 0.225806451612903 0.233333333333333 0.117647058823529 Contig39306_111698
0.111111111111111 0.0324675324675325 0.403225806451613 0.277777777777778 0.191176470588235 Contig39398_39450
0.833333333333333 0.87012987012987 0.854838709677419 0.766666666666667 0.705882352941177 Contig39415_83735
0.194444444444444 0.493506493506494 0.0806451612903226 0.222222222222222 0.205882352941176 Contig39471_47143
0.611111111111111 0.785714285714286 0.741935483870968 0.777777777777778 0.705882352941177 Contig39521_17262
0.0833333333333333 0.051948051948052 0.112903225806452 0.0444444444444444 0.0735294117647059 Contig39524_28186
0.166666666666667 0.025974025974026 0.0967741935483871 0.2 0.176470588235294 Contig39630_19678
0.361111111111111 0.584415584415584 0.596774193548387 0.5 0.455882352941176 Contig39666_107830
0.166666666666667 0.168831168831169 0.209677419354839 0.122222222222222 0.147058823529412 Contig39753_331540
0.305555555555556 0.051948051948052 0.193548387096774 0.211111111111111 0.102941176470588 Contig39809_11978
0.666666666666667 0.850649350649351 0.532258064516129 0.633333333333333 0.426470588235294 Contig39906_10811
0.944444444444444 0.863636363636364 0.82258064516129 0.844444444444444 0.823529411764706 Contig39949_13166
0.333333333333333 0.162337662337662 0.17741935483871 0.155555555555556 0.0882352941176471 Contig39995_72092
0.25 0.227272727272727 0.145161290322581 0.333333333333333 0.397058823529412 Contig40048_25427
0.555555555555556 0.694805194805195 0.403225806451613 0.5 0.470588235294118 Contig40056_83327
0.861111111111111 0.857142857142857 0.903225806451613 0.722222222222222 0.852941176470588 Contig40132_75463
0.0277777777777778 0.175324675324675 0 0 0 Contig40191_27305
0.222222222222222 0.168831168831169 0.0645161290322581 0.111111111111111 0.161764705882353 Contig40355_14058
0.138888888888889 0.305194805194805 0.258064516129032 0.233333333333333 0.220588235294118 Contig40432_84796
0.694444444444444 0.538961038961039 0.709677419354839 0.911111111111111 0.852941176470588 Contig40439_104230
0.972222222222222 0.863636363636364 0.887096774193548 0.9 0.867647058823529 Contig40538_50361
0.555555555555556 0.350649350649351 0.467741935483871 0.577777777777778 0.602941176470588 Contig40566_13823
0.111111111111111 0.285714285714286 0.193548387096774 0.155555555555556 0.220588235294118 Contig40584_18552
0 0.0779220779220779 0.0645161290322581 0.233333333333333 0.191176470588235 Contig40622_14132
0.138888888888889 0.24025974025974 0.435483870967742 0.566666666666667 0.485294117647059 Contig40875_61188
0.388888888888889 0.396103896103896 0.580645161290323 0.555555555555556 0.544117647058823 Contig40911_12391
0.777777777777778 0.493506493506494 0.774193548387097 0.788888888888889 0.602941176470588 Contig40930_47348
0.166666666666667 0.0714285714285714 0 0 0 Contig41189_61700
0.138888888888889 0.292207792207792 0.032258064516129 0.0666666666666667 0.0735294117647059 Contig41252_24067
0.5 0.62987012987013 0.532258064516129 0.511111111111111 0.588235294117647 Contig41327_71773
0.138888888888889 0.279220779220779 0.209677419354839 0.255555555555556 0.205882352941176 Contig41374_33903
0.194444444444444 0.383116883116883 0.419354838709677 0.433333333333333 0.588235294117647 Contig41377_15116
0.527777777777778 0.545454545454545 0.564516129032258 0.622222222222222 0.558823529411765 Contig41480_16774
0.555555555555556 0.357142857142857 0.241935483870968 0.266666666666667 0.147058823529412 Contig41569_35747
0.333333333333333 0.246753246753247 0.451612903225806 0.422222222222222 0.279411764705882 Contig41665_23812
0 0.337662337662338 0 0.0333333333333333 0.0735294117647059 Contig41726_7735
0.111111111111111 0.149350649350649 0 0.0111111111111111 0.0441176470588235 Contig41784_26355
0.444444444444444 0.376623376623377 0.193548387096774 0.3 0.382352941176471 Contig41925_12134
0.527777777777778 0.331168831168831 0.112903225806452 0.155555555555556 0.132352941176471 Contig41929_26582
0.333333333333333 0.24025974025974 0.17741935483871 0.266666666666667 0.367647058823529 Contig41931_27157
0 0.0974025974025974 0.0161290322580645 0.0333333333333333 0.0441176470588235 Contig41957_53084
0.194444444444444 0.181818181818182 0.161290322580645 0.155555555555556 0.132352941176471 Contig41966_92179
0.138888888888889 0.123376623376623 0 0.0444444444444444 0.0588235294117647 Contig41981_35001
0.416666666666667 0.155844155844156 0.548387096774194 0.422222222222222 0.455882352941176 Contig42010_49708
0.0833333333333333 0.0974025974025974 0.0645161290322581 0.0555555555555556 0.0588235294117647 Contig42116_59872
0.0277777777777778 0.0649350649350649 0.0967741935483871 0.0666666666666667 0.0735294117647059 Contig42130_64967
0.0833333333333333 0.214285714285714 0.145161290322581 0.244444444444444 0.308823529411765 Contig42180_7791
0.305555555555556 0.207792207792208 0.483870967741935 0.355555555555556 0.397058823529412 Contig42180_40883
0.222222222222222 0.253246753246753 0.209677419354839 0.3 0.338235294117647 Contig42271_41142
0.111111111111111 0.025974025974026 0.306451612903226 0.188888888888889 0.205882352941176 Contig42319_39373
0.0833333333333333 0.246753246753247 0.290322580645161 0.3 0.264705882352941 Contig42451_25805
0.444444444444444 0.584415584415584 0.419354838709677 0.388888888888889 0.25 Contig42748_125236
0.138888888888889 0.0649350649350649 0.17741935483871 0.155555555555556 0.235294117647059 Contig42883_21514
0.194444444444444 0.188311688311688 0.0483870967741935 0.111111111111111 0.117647058823529 Contig42892_67000
0.416666666666667 0.344155844155844 0.580645161290323 0.644444444444444 0.602941176470588 Contig42892_279527
0.388888888888889 0.597402597402597 0.612903225806452 0.6 0.602941176470588 Contig42949_4516
0.194444444444444 0.324675324675325 0.145161290322581 0.222222222222222 0.294117647058824 Contig43011_12200
0.361111111111111 0.025974025974026 0.0645161290322581 0 0 Contig43051_46835
0.5 0.493506493506494 0.629032258064516 0.8 0.779411764705882 Contig43064_57483
0.833333333333333 0.701298701298701 0.645161290322581 0.5 0.529411764705882 Contig43124_14861
0.111111111111111 0.0584415584415584 0.032258064516129 0.0333333333333333 0.0882352941176471 Contig43239_50371
0.194444444444444 0.266233766233766 0.306451612903226 0.4 0.205882352941176 Contig43243_37878
0 0.051948051948052 0.306451612903226 0.255555555555556 0.191176470588235 Contig43318_17772
0.194444444444444 0.538961038961039 0.354838709677419 0.422222222222222 0.338235294117647 Contig43384_16071
0.0277777777777778 0.175324675324675 0.0483870967741935 0.0777777777777778 0.0441176470588235 Contig43407_104027
0.527777777777778 0.512987012987013 0.806451612903226 0.888888888888889 0.823529411764706 Contig43603_21893
0.166666666666667 0.00649350649350649 0 0 0 Contig43729_77861
0.166666666666667 0.142857142857143 0.338709677419355 0.244444444444444 0.264705882352941 Contig43735_88456
0.138888888888889 0.233766233766234 0.241935483870968 0.4 0.338235294117647 Contig43740_45873
0.138888888888889 0.149350649350649 0.0806451612903226 0.0333333333333333 0 Contig43983_104711
0.361111111111111 0.155844155844156 0.17741935483871 0.288888888888889 0.220588235294118 Contig44008_49647
0.111111111111111 0.103896103896104 0.0483870967741935 0.0444444444444444 0.0441176470588235 Contig44178_37165
0.0277777777777778 0.12987012987013 0 0 0 Contig44200_113975
0.277777777777778 0.461038961038961 0.0645161290322581 0.0777777777777778 0.0588235294117647 Contig44343_113105
0.0555555555555556 0.12987012987013 0.0483870967741935 0.1 0.117647058823529 Contig44362_58252
0.111111111111111 0.38961038961039 0.5 0.511111111111111 0.529411764705882 Contig44526_113817
0.166666666666667 0.168831168831169 0.0483870967741935 0.222222222222222 0.0882352941176471 Contig44576_81565
0.5 0.324675324675325 0.145161290322581 0.277777777777778 0.308823529411765 Contig44765_72402
0.25 0 0.306451612903226 0.266666666666667 0.191176470588235 Contig44782_65231
0.25 0.480519480519481 0.370967741935484 0.4 0.397058823529412 Contig45095_15578
0.416666666666667 0.701298701298701 0.564516129032258 0.555555555555556 0.602941176470588 Contig45232_6203
0.277777777777778 0.383116883116883 0.258064516129032 0.277777777777778 0.411764705882353 Contig45451_80025
0.194444444444444 0.233766233766234 0.0161290322580645 0.0666666666666667 0.0147058823529412 Contig45640_39475
0.666666666666667 0.584415584415584 0.645161290322581 0.7 0.691176470588235 Contig45664_4742
0.25 0.181818181818182 0.0645161290322581 0.122222222222222 0.117647058823529 Contig45756_15757
0.0277777777777778 0.0974025974025974 0.0161290322580645 0.0888888888888889 0.0441176470588235 Contig45821_4359
0.75 0.532467532467532 0.709677419354839 0.6 0.573529411764706 Contig45863_37729
0.0833333333333333 0.168831168831169 0.0161290322580645 0.0222222222222222 0.0441176470588235 Contig45891_22146
0.833333333333333 0.727272727272727 0.983870967741935 0.944444444444444 0.867647058823529 Contig45985_25889
0.305555555555556 0.305194805194805 0.258064516129032 0.188888888888889 0.235294117647059 Contig46135_1747
0.194444444444444 0.155844155844156 0.17741935483871 0.155555555555556 0.117647058823529 Contig46209_78735
0.638888888888889 0.909090909090909 0.612903225806452 0.677777777777778 0.75 Contig46375_12831
0.361111111111111 0.337662337662338 0.661290322580645 0.633333333333333 0.632352941176471 Contig46485_26830
0.527777777777778 0.733766233766234 0.645161290322581 0.744444444444444 0.852941176470588 Contig46700_187116
0.694444444444444 0.668831168831169 0.887096774193548 0.944444444444444 0.941176470588235 Contig46712_130931
0.555555555555556 0.577922077922078 0.612903225806452 0.644444444444444 0.617647058823529 Contig46789_20029
0.194444444444444 0.0909090909090909 0.129032258064516 0.1 0.0735294117647059 Contig46829_80442
0.0833333333333333 0.25974025974026 0.193548387096774 0.211111111111111 0.147058823529412 Contig46845_12257
0.277777777777778 0.512987012987013 0.419354838709677 0.522222222222222 0.426470588235294 Contig46956_74893
0.638888888888889 0.5 0.548387096774194 0.755555555555556 0.705882352941177 Contig47017_26566
0.0555555555555556 0.11038961038961 0.435483870967742 0.244444444444444 0.235294117647059 Contig47025_10461
0.611111111111111 0.5 0.5 0.566666666666667 0.514705882352941 Contig47439_52240
0.222222222222222 0.422077922077922 0.145161290322581 0.155555555555556 0.205882352941176 Contig47641_55969
0.416666666666667 0.12987012987013 0.67741935483871 0.777777777777778 0.661764705882353 Contig47666_28891
0.527777777777778 0.824675324675325 0.548387096774194 0.577777777777778 0.602941176470588 Contig47666_182490
0.305555555555556 0.714285714285714 0.661290322580645 0.633333333333333 0.676470588235294 Contig47724_103795
0.0555555555555556 0.051948051948052 0.0645161290322581 0.0666666666666667 0.102941176470588 Contig47905_130255
0.0833333333333333 0.0324675324675325 0.338709677419355 0.277777777777778 0.220588235294118 Contig48029_126691
0.388888888888889 0.292207792207792 0.387096774193548 0.366666666666667 0.338235294117647 Contig48194_20750
0 0.123376623376623 0.032258064516129 0.0444444444444444 0.0882352941176471 Contig48241_6882
0.25 0.0454545454545455 0.32258064516129 0.288888888888889 0.5 Contig48294_95020
0.166666666666667 0.331168831168831 0.516129032258065 0.577777777777778 0.455882352941176 Contig48375_14076
0.111111111111111 0.0779220779220779 0.032258064516129 0.0888888888888889 0.102941176470588 Contig48386_119871
0.416666666666667 0.142857142857143 0.338709677419355 0.311111111111111 0.382352941176471 Contig48460_14901
0.138888888888889 0.194805194805195 0.225806451612903 0.288888888888889 0.235294117647059 Contig48496_11742
0.0555555555555556 0.0324675324675325 0 0 0 Contig48641_102397
0.333333333333333 0.558441558441558 0.645161290322581 0.722222222222222 0.602941176470588 Contig48869_56081
0.305555555555556 0.181818181818182 0.209677419354839 0.0555555555555556 0.117647058823529 Contig48878_45301
0.666666666666667 0.487012987012987 0.612903225806452 0.711111111111111 0.779411764705882 Contig48945_111982
0.916666666666667 0.88961038961039 1 0.977777777777778 1 Contig48966_37006
0.361111111111111 0.194805194805195 0.306451612903226 0.144444444444444 0.161764705882353 Contig48991_81809
0.111111111111111 0.25974025974026 0.290322580645161 0.266666666666667 0.264705882352941 Contig49161_57253
0.194444444444444 0.0649350649350649 0.0806451612903226 0.166666666666667 0.102941176470588 Contig49260_26199
0.111111111111111 0.103896103896104 0.129032258064516 0.0222222222222222 0.0441176470588235 Contig49505_14350
0.75 0.623376623376623 0.693548387096774 0.811111111111111 0.794117647058823 Contig49681_31372
0.472222222222222 0.62987012987013 0.67741935483871 0.588888888888889 0.661764705882353 Contig49755_23823
0.0833333333333333 0.142857142857143 0.0645161290322581 0.2 0.161764705882353 Contig49764_24929
0.222222222222222 0.116883116883117 0 0.0555555555555556 0.0588235294117647 Contig49790_33531
0.0555555555555556 0.012987012987013 0.0645161290322581 0.111111111111111 0.102941176470588 Contig49844_14670
0.138888888888889 0.188311688311688 0.145161290322581 0.188888888888889 0.191176470588235 Contig49985_50335
0.25 0.103896103896104 0.0161290322580645 0.0333333333333333 0.0147058823529412 Contig49985_84575
0.222222222222222 0.188311688311688 0.209677419354839 0.155555555555556 0.382352941176471 Contig50033_46453
0.194444444444444 0.246753246753247 0.258064516129032 0.366666666666667 0.411764705882353 Contig50086_32393
0.0555555555555556 0.051948051948052 0.0967741935483871 0.0888888888888889 0.117647058823529 Contig50147_57453
0.111111111111111 0.038961038961039 0.032258064516129 0.0222222222222222 0.0147058823529412 Contig50223_44343
0.472222222222222 0.597402597402597 0.370967741935484 0.422222222222222 0.5 Contig50264_49853
0.305555555555556 0.714285714285714 0.516129032258065 0.722222222222222 0.720588235294118 Contig50288_12452
0.388888888888889 0.0844155844155844 0.17741935483871 0.2 0.191176470588235 Contig50318_62061
0.277777777777778 0.207792207792208 0.112903225806452 0.277777777777778 0.352941176470588 Contig50563_10643
0.916666666666667 0.792207792207792 0.532258064516129 0.644444444444444 0.602941176470588 Contig50829_47940
0.472222222222222 0.584415584415584 0.241935483870968 0.155555555555556 0.191176470588235 Contig50940_52384
0.555555555555556 0.649350649350649 0.870967741935484 0.855555555555556 0.882352941176471 Contig50940_57764
0.0555555555555556 0.162337662337662 0.274193548387097 0.355555555555556 0.235294117647059 Contig50988_95943
0.305555555555556 0.311688311688312 0.161290322580645 0.322222222222222 0.264705882352941 Contig51095_13746
0.194444444444444 0.0714285714285714 0.0967741935483871 0.155555555555556 0.147058823529412 Contig51117_59333
0 0.0714285714285714 0 0 0 Contig51117_60823
0.777777777777778 0.402597402597403 0.370967741935484 0.144444444444444 0.264705882352941 Contig51338_16247
0.111111111111111 0.0454545454545455 0.290322580645161 0.377777777777778 0.25 Contig51343_11329
0.138888888888889 0.0324675324675325 0 0 0 Contig51354_38566
0.194444444444444 0.305194805194805 0.0161290322580645 0.0555555555555556 0.0735294117647059 Contig51397_18044
0.222222222222222 0.0649350649350649 0.5 0.5 0.588235294117647 Contig51397_21491
0.333333333333333 0.149350649350649 0.564516129032258 0.311111111111111 0.470588235294118 Contig51460_1643
0.166666666666667 0.181818181818182 0.17741935483871 0.177777777777778 0.132352941176471 Contig51726_606
0.611111111111111 0.733766233766234 0.419354838709677 0.344444444444444 0.470588235294118 Contig51941_26742
0.527777777777778 0.519480519480519 0.354838709677419 0.477777777777778 0.397058823529412 Contig52079_43236
0.222222222222222 0.12987012987013 0.112903225806452 0.111111111111111 0.147058823529412 Contig52152_18416
0.583333333333333 0.603896103896104 0.661290322580645 0.688888888888889 0.720588235294118 Contig52176_20997
0.0555555555555556 0.103896103896104 0.145161290322581 0.144444444444444 0.117647058823529 Contig52296_36091
0.388888888888889 0.175324675324675 0.112903225806452 0.2 0.25 Contig52430_112527
0.722222222222222 0.844155844155844 0.774193548387097 0.833333333333333 0.823529411764706 Contig52561_44121
0.25 0.168831168831169 0.129032258064516 0.177777777777778 0.117647058823529 Contig52606_36342
0.638888888888889 0.441558441558442 0.67741935483871 0.666666666666667 0.691176470588235 Contig52606_53730
0.472222222222222 0.305194805194805 0.17741935483871 0.3 0.25 Contig52627_4145
0.722222222222222 0.694805194805195 0.596774193548387 0.588888888888889 0.602941176470588 Contig52687_54417
0.194444444444444 0.227272727272727 0.0645161290322581 0.111111111111111 0.161764705882353 Contig52823_34499
0.305555555555556 0.246753246753247 0.258064516129032 0.322222222222222 0.264705882352941 Contig52896_72991
0.138888888888889 0.441558441558442 0.17741935483871 0.355555555555556 0.411764705882353 Contig53051_34517
0.25 0.24025974025974 0.193548387096774 0.155555555555556 0.0441176470588235 Contig53090_118711
0 0.0324675324675325 0 0 0.0147058823529412 Contig53231_38698
0.916666666666667 0.837662337662338 0.82258064516129 0.666666666666667 0.661764705882353 Contig53309_109153
0.861111111111111 0.74025974025974 0.870967741935484 0.877777777777778 0.867647058823529 Contig53466_28399
0.194444444444444 0.344155844155844 0.129032258064516 0 0.0735294117647059 Contig53477_13503
0.5 0.733766233766234 0.419354838709677 0.366666666666667 0.544117647058823 Contig53526_37698
0.277777777777778 0.25974025974026 0.758064516129032 0.588888888888889 0.5 Contig53535_155683
0.166666666666667 0.0974025974025974 0.0645161290322581 0.0888888888888889 0.117647058823529 Contig53577_90898
0.277777777777778 0.175324675324675 0.274193548387097 0.122222222222222 0.0735294117647059 Contig53696_33734
0.527777777777778 0.766233766233766 0.483870967741935 0.511111111111111 0.529411764705882 Contig53958_6825
0.472222222222222 0.480519480519481 0.145161290322581 0.211111111111111 0.176470588235294 Contig54163_38796
0.138888888888889 0.038961038961039 0.0967741935483871 0.0777777777777778 0.0882352941176471 Contig54389_11892
0.833333333333333 0.720779220779221 0.741935483870968 0.6 0.661764705882353 Contig54699_7088
0.361111111111111 0.38961038961039 0.145161290322581 0.366666666666667 0.323529411764706 Contig54922_19212
0.638888888888889 0.785714285714286 0.709677419354839 0.822222222222222 0.926470588235294 Contig54939_58070
0.111111111111111 0.168831168831169 0.0806451612903226 0.155555555555556 0.294117647058824 Contig55036_20230
0.388888888888889 0.0909090909090909 0.193548387096774 0.377777777777778 0.176470588235294 Contig55060_25052
0.416666666666667 0.454545454545455 0.451612903225806 0.377777777777778 0.352941176470588 Contig55118_61629
0.138888888888889 0.227272727272727 0.306451612903226 0.222222222222222 0.191176470588235 Contig55134_73301
0.0555555555555556 0.051948051948052 0.0161290322580645 0 0.0147058823529412 Contig55744_56356
0.222222222222222 0.383116883116883 0.306451612903226 0.422222222222222 0.352941176470588 Contig55790_52817
0.194444444444444 0.0974025974025974 0.0161290322580645 0.0333333333333333 0 Contig55894_46750
0.111111111111111 0.0844155844155844 0.129032258064516 0.155555555555556 0.0735294117647059 Contig55956_150474
0.333333333333333 0.422077922077922 0.580645161290323 0.566666666666667 0.5 Contig56026_12456
0.472222222222222 0.590909090909091 0.725806451612903 0.733333333333333 0.661764705882353 Contig56170_3729
0.0833333333333333 0.0779220779220779 0.0967741935483871 0.322222222222222 0.264705882352941 Contig56228_56249
0.638888888888889 0.642857142857143 0.645161290322581 0.588888888888889 0.529411764705882 Contig56399_26762
0.166666666666667 0.181818181818182 0.0967741935483871 0.0444444444444444 0.0147058823529412 Contig56510_101502
0.0555555555555556 0.025974025974026 0 0.0111111111111111 0.0294117647058824 Contig56550_28656
0 0.0909090909090909 0.0806451612903226 0.0888888888888889 0.0735294117647059 Contig56556_5475
0.916666666666667 0.811688311688312 0.935483870967742 0.922222222222222 0.882352941176471 Contig56574_4369
0 0.0844155844155844 0.0645161290322581 0.144444444444444 0.0588235294117647 Contig56974_3849
