cp cat fst_area fst_skerry
Contig47588_127374 MoralesEtAl 0.215719278057787 -0.0642976518054595
Contig47588_173282 MoralesEtAl 0.238729418382881 0.0187329150996176
Contig47756_65996 MoralesEtAl 0.385204654831408 0.25628169630265
Contig47756_66042 MoralesEtAl 0.297017764798455 0.145454545454546
Contig47756_81075 MoralesEtAl 0.220945268555933 -0.00288652236236654
Contig47984_10970 MoralesEtAl 0.225932413111998 0.0485525211506985
Contig48098_23281 MoralesEtAl 0.547835920325667 0.36986301369863
Contig48260_21554 MoralesEtAl 0.386559650329838 0.141528682243522
Contig48260_34111 MoralesEtAl 0.387198607823136 0.20130482075849
Contig48332_19956 MoralesEtAl 0.276008096019515 0.100831143263096
Contig48332_24275 MoralesEtAl 0.431127194998945 0.30718954248366
Contig48372_47267 MoralesEtAl 0.167158429924052 0.0568688557818992
Contig48567_52422 MoralesEtAl 0.171104407817233 0.143497278076718
Contig48567_67216 MoralesEtAl 0.27542056203245 0.149152042129589
Contig48792_176220 MoralesEtAl 0.191686292085462 0.0362694300518134
Contig48792_99906 MoralesEtAl 0.431904622640207 0.411764705882353
Contig50156_4084 MoralesEtAl 0.343114708586135 0.0961096109610962
Contig50156_67146 MoralesEtAl 0.235374875565976 0.193999022875051
Contig51372_34107 MoralesEtAl 0.115674810727188 0.0768248563524155
Contig51818_39063 MoralesEtAl 0.174882978603337 0.0508617065994115
Contig51818_66886 MoralesEtAl 0.117761569293515 0.132549019607843
Contig51875_97907 MoralesEtAl 0.135054032899941 0.00299176581295177
Contig52150_10937 MoralesEtAl 0.37003351612605 0.152263374485596
Contig527_39487 MoralesEtAl 0.25203992972334 -0.0189473684210526
Contig54163_60020 MoralesEtAl 0.239754360387342 0.0356557825682407
Contig54177_13732 MoralesEtAl 0.383902925781817 0.0497099768417993
Contig54343_9772 MoralesEtAl 0.321059650469804 0.315789473684211
Contig54858_4396 MoralesEtAl 0.222221421114116 0.0695248368455312
Contig54858_98070 MoralesEtAl 0.329809807549295 0.040828475915713
Contig54858_98575 MoralesEtAl 0.39959677110555 0.0642860497028574
Contig54858_99749 MoralesEtAl 0.433577177180229 0.0768515581893461
Contig552_63063 MoralesEtAl 0.155959129852033 0.0588645071403694
Contig55826_16617 MoralesEtAl 0.113502716320368 0.374910945488521
Contig565_25660 MoralesEtAl 0.468372088132377 0.0795938421225024
Contig565_41612 MoralesEtAl 0.524903478994918 0.102246236301445
Contig56640_53252 MoralesEtAl 0.242724030077058 -0.0244285384437773
Contig56989_183507 MoralesEtAl 0.31795615255728 0.216130917592051
Contig56989_31270 MoralesEtAl 0.312198193032702 0.161457719070645
Contig56989_33069 MoralesEtAl 0.418371200072932 0.120393120393121
Contig56995_25550 MoralesEtAl 0.452062536453623 0.305584242948792
Contig56995_26164 MoralesEtAl 0.25532325965885 0.273739360455703
Contig57069_100505 MoralesEtAl 0.260389826173983 0.141834427262058
Contig57069_119528 MoralesEtAl 0.134683130116468 0.0298955662654227
Contig57160_41667 MoralesEtAl 0.173159501700258 0.034367029131427
Contig57160_43781 MoralesEtAl 0.218934107712012 0.0356557825682407
Contig57275_128980 MoralesEtAl 0.207168755564562 0.0327469090321386
Contig58006_76975 MoralesEtAl 0.113587851156168 2.45438826024328e-07
Contig58619_15946 MoralesEtAl 0.256463876362228 0.0997915235650677
Contig58619_20341 MoralesEtAl 0.210844004412416 0.197226666666667
Contig58619_67436 MoralesEtAl 0.307475016480394 0.168741883736918
Contig58861_25058 MoralesEtAl 0.176951006486112 0.164870364627365
Contig5905_54849 MoralesEtAl 0.252227232835246 0.14175654853621
Contig5905_7374 MoralesEtAl 0.119199131240149 0.107767240134821
Contig59803_47234 MoralesEtAl 0.396490567483974 0.148885297533204
Contig59803_48299 MoralesEtAl 0.483703891552908 0.294857051162044
Contig59923_45936 MoralesEtAl 0.247177493518297 0.315068493150685
Contig59923_46347 MoralesEtAl 0.3340755006089 0.315789473684211
Contig60118_27635 MoralesEtAl 0.584050216746207 0.824433046561139
Contig607_24497 MoralesEtAl 0.13325499804357 0.0101010101010102
Contig60977_6082 MoralesEtAl 0.265867834392004 0.672727272727273
Contig61048_79689 MoralesEtAl 0.066038303496715 0.00169779286927
Contig62182_13296 MoralesEtAl 0.118863464339385 0.0273855370132649
Contig6224_69918 MoralesEtAl 0.127101975860724 0.0148547204804381
Contig6224_79859 MoralesEtAl 0.151814867223628 0.016808652954586
Contig62591_11078 MoralesEtAl 0.149504771694958 0.0483494950806515
Contig63306_9589 MoralesEtAl 0.157911710450395 0.523219814241486
Contig63382_10910 MoralesEtAl 0.163252519740899 -0.0240599035368654
Contig63491_18407 MoralesEtAl 0.134558191471844 -0.0133597229094507
Contig6509_17964 MoralesEtAl 0.297015244714656 0.052646472077986
Contig6509_19289 MoralesEtAl 0.340853280955505 -0.00483359460096604
Contig65203_17053 MoralesEtAl 0.174182544667546 0.00240870989498028
Contig65337_59732 MoralesEtAl 0.269529020457212 0.139960883790738
Contig658_47181 MoralesEtAl 0.197138163792289 0.0292397660818713
Contig67163_17549 MoralesEtAl 0.312888144540248 -0.00231481481481488
Contig67163_20627 MoralesEtAl 0.237411141648783 0.152292510313663
Contig67163_21953 MoralesEtAl 0.28800437967956 -0.034523803519461
Contig70267_49612 MoralesEtAl 0.363293099613875 0.0791329087949536
Contig71956_42564 MoralesEtAl 0.189431618755365 0.0094504833247187
Contig75245_9194 MoralesEtAl 0.352004687093194 0.0397086466165413
Contig77245_23951 MoralesEtAl 0.137650935458633 0.0677922595338597
Contig81895_21488 MoralesEtAl 0.199048579891962 0.209106745960233
Contig82070_15927 MoralesEtAl 0.286651540405677 0.0818223150114015
Contig91839_37927 MoralesEtAl 0.30721353594227 0.496566881394467
Contig9268_22570 MoralesEtAl 0.367386662768795 0.206497197134849
Contig9268_41377 MoralesEtAl 0.248606596154345 0.215014369392098
Contig9268_53297 MoralesEtAl 0.235380925098335 0.0340569254455615
Contig94376_10648 MoralesEtAl 0.153793547857419 0.00996183568008347
Contig95009_48245 MoralesEtAl 0.208111340573751 0.0159269483966871
Contig97_112452 MoralesEtAl 0.125790764065953 0.0100040016006403
Contig97685_3733 MoralesEtAl 0.214372252264044 0.140191486199474
Contig9777_33590 MoralesEtAl 0.423519445460143 0.292597040444544
Contig9777_34328 MoralesEtAl 0.308589426029027 0.198833059960445
Contig111668_3824 WestramEtAl 0.343732513855662 0.205650094538983
Contig112859_11522 WestramEtAl 0.237494982153949 0.0245355306172201
Contig15398_1402 WestramEtAl 0.288787539171486 0.0172979180073293
Contig17524_483 WestramEtAl 0.146196253654267 0.00284900284900279
Contig185920_585 WestramEtAl 0.146399093056331 0.0202563042579579
Contig185920_606 WestramEtAl 0.137186072287593 0.0202563042579579
Contig3823_104825 WestramEtAl 0.335756980053993 0.107965031174836
Contig38337_59663 WestramEtAl 0.128050046817229 0.0272138553781275
Contig38647_33401 WestramEtAl 0.186812884148066 0.205535793686083
Contig38647_33490 WestramEtAl 0.19537305512687 0.0904969215906781
Contig40131_89902 WestramEtAl 0.304943628303536 0.224888225841357
Contig43331_28378 WestramEtAl 0.320596783614215 0.223849611224008
Contig49761_42423 WestramEtAl 0.297708717608624 0.0578866708527008
Contig54167_1511 WestramEtAl 0.272895289096207 -0.000157010519704877
Contig54177_7613 WestramEtAl 0.411527960091063 0.0598138648526232
Contig565_76406 WestramEtAl 0.248724254019145 0.000158252888115064
Contig58307_6667 WestramEtAl 0.239840875212355 0.0122448979591837
Contig58619_57129 WestramEtAl 0.30747381046984 0.119773210489015
Contig63418_69789 WestramEtAl 0.453969283936213 0.228148876024466
Contig63637_12334 WestramEtAl 0.313732854048064 0.0238411310776534
Contig70267_55486 WestramEtAl 0.161994375127937 0.166366315709234
Contig73013_41270 WestramEtAl 0.409954618251328 0.0262180139379734
Contig84759_6229 WestramEtAl 0.323720993941986 0.225611778505845
Contig884_188456 WestramEtAl 0.216533268083376 0.0461626652279472
Contig884_189507 WestramEtAl 0.175259307610232 0.0754077258151643
Contig96376_1678 WestramEtAl 0.123734544480652 0.098989898989899
